linha_produto,cod_item,desc_global,score,method
CLORANFENICOL+METIONINA (11 C)+ACETATO DE RETINOL+ TOPICO (10000UI+35 MG/G  POM ),86846,"retinol, acetato de + aminoacidos + metionina + cloranfenicol 10.000 ui/g + 25 mg/g + 5 mg/g + 5 mg/g pom oft 3,5 g (regencel)",0.6597016868404161,tfidf
CLORETO DE POTASSIO (10% INJ IV 10ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.7300557907177836,tfidf
"CLORETO DE POTASSIO (19,1% INJ IV 10ML)",83659,"cloreto de potassio 19,1% (191 mg/ml) sol inj amp 10 ml",0.7706041263389324,tfidf
CLORETO DE POTASSIO (60MG/ML SOL OR 100ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.7525136640800072,tfidf
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS + FRASCO APLICADOR 120ML)",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.35816321739199325,tfidf
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS) ",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.47201885208008815,tfidf
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS + FRASCO APLICADOR 240 ML)",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.36923007002610986,tfidf
"CLORETO DE SODIO (0,9% 30 SACHES 2,16 GRAMAS) ",86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.47356623875236853,tfidf
"CLORETO DE SODIO (0,9% SPRAY NASAL 100 ML)",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.6473985350786918,tfidf
"CLORETO DE SODIO (0,9% SPRAY NASAL JATO FORTE 100 ML)",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.516611177738514,tfidf
CLORETO DE SODIO (100MG/ML SOL INJ 10ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.7193538398398347,tfidf
CLORETO DE SODIO (2% SPRAY NASAL 100 ML),87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.6477323140329151,tfidf
CLORETO DE SODIO (200MG/ML SOL INJ 10ML),83664,cloreto de sodio 20% (200 mg/ml) sol inj amp 10 ml,0.7451328461513207,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ 1000ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.644773084158196,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ IV 100ML)  ,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.6986738939763862,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ IV 10ML)  ,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.7031102270132852,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ IV 500ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.6788968046368817,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ IV 50ML),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.6911091546384736,tfidf
CLORETO DE SODIO (9MG/ML SOL INJ IV FR SIST FECH 250ML),83662,"cloreto de sodio 0,9% 250 ml fr sistema fechado",0.5667302197305975,tfidf
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 250ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.6209603508938958,tfidf
CLORETO DE SODIO + CLORETO DE POTÂ¿SSIO +CLORETO DE LIQUIDO ( SOL OFT 500ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.6253490241577014,tfidf
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML BABY",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.547767527331857,tfidf
"CLORETO DE SODIO 0,9% SPRAY NASAL 150 ML JATO FORTE",87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.5080349516600939,tfidf
CLORETO DE SODIO+CLORETO DE POTASSIO+CLORETO DE CA INJETAVEL (SOL INJ IV 500ML),86646,"potassio, cloreto de 60 mg/ml xpe or fr 100 ml",0.6306680826247911,tfidf
CLORETO DE SODIO+GLICONATO DE SODIO+ACETATO DE SOD INJETAVEL (SOL INJ IV 500ML ),86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.5275537945622237,tfidf
CLORETO DE SUXAMETONIO  (500MG  PO INJ IV/IM),87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.8584277770807008,tfidf
CLORETO DE SUXAMETONIO (100MG PO LIOFILO INJETAVEL),87217,"suxametonio, cloreto de 100 mg po liof inj fa",0.7823046463136961,tfidf
CLOREXIDINA 2%  AQUOSA 100ML,84213,"clorexidina aquosa 0,2% 1000ml",0.9260344613672471,tfidf
"CLORIDRATO DE ALFENTANILA (0,544MG/ML SOLUCAO INJETAVEL 5ML) A1",86450,"alfentanila 0,544 mg/ml inj amp 5 ml",0.6743317305708346,tfidf
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 100ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.7266426731554657,tfidf
CLORIDRATO DE AMBROXOL (3MG/ML XPE FR 120ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.7066563893769569,tfidf
CLORIDRATO DE AMIODARONA (100MG COMPRIMIDO),86467,amiodarona 100 mg com,0.8092714691517572,tfidf
CLORIDRATO DE AMIODARONA (200MG COMPRIMIDO),86468,amiodarona 200 mg com,0.7965129122713435,tfidf
CLORIDRATO DE AMITRIPTILINA (25MG COMPRIMIDO SIMPLES) (C1),86470,amitriptilina 25 mg com rev,0.7135477391620231,tfidf
"CLORIDRATO DE ANEGRELIDA (0,5 MG CAP DURA)",86478,"anagrelida 0,5 mg cap dura agrylin",0.4110305654299651,tfidf
"CLORIDRATO DE ASCIMINIBE (40MG COMPRIMIDO) ORAL
",116358,asciminibe cloridrato 40 mg com rev scemblix  ,0.6482130294894259,tfidf
CLORIDRATO DE BENDAMUSTINA (100MG PO LIOFILO INJETAVEL IV ),86651,"doxiciclina, cloridrato de 100 mg com rev",0.1875958099393673,tfidf
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO P/ SUSPENSAO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.7478701959016646,tfidf
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (125MG COMPRIMIDO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.8417778228313854,tfidf
CLORIDRATO DE BENSERAZIDA+LEVODOPA SOLIDO (250MG COMPRIMIDO),86909,"levodopa + benserazida, cloridrato de bd 100 mg + 25 mg com",0.8625456843038121,tfidf
"CLORIDRATO DE BROMEXINA LIQUIDO (0,8MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.5556032669569704,tfidf
"CLORIDRATO DE BROMEXINA LIQUIDO (1,6MG/ML XAROPE FRASCO 120ML + COPO DOSADOR) ",87380,"bromexina, cloridrato de 1,6 mg/ml xpe fr 120 ml adulto",0.56108867534517,tfidf
"CLORIDRATO DE BUPIVACAINA (0,50% SOL INJ EPIDURAL/PERINEURAL FA 20ML)",86545,bupivacaina 5 mg/ml com vaso sol inj fa 20 ml,0.473768901165663,tfidf
CLORIDRATO DE BUPIVACAINA (5MG/ML SOL INJ INTRATECAL AMPOLA 4ML) ,86545,bupivacaina 5 mg/ml com vaso sol inj fa 20 ml,0.5340674367921506,tfidf
"CLORIDRATO DE BUPIVACAINA (7,5MG/ML SOL INJ EST FA 20ML) ",86545,bupivacaina 5 mg/ml com vaso sol inj fa 20 ml,0.6689159876749164,tfidf
CLORIDRATO DE BUPIVACAINA INJETAVEL (5+80MG/ML INJ 4ML ),86545,bupivacaina 5 mg/ml com vaso sol inj fa 20 ml,0.5782571526486034,tfidf
CLORIDRATO DE BUPROPIONA SOLIDO (150MG COMPRIMIDO REVESTIDO DE LIBERAÂ¿Â¿O PROLONGADA) ,86548,bupropiona 150 mg com rev lib lent,0.41352214409676663,tfidf
CLORIDRATO DE CEFEPIMA (1G PO SOL INJ IM/IV FA),86583,cefepima 1 g po liof inj fa,0.7330378105426786,tfidf
CLORIDRATO DE CEFEPIMA (2 G PO SOL INJ IM/IV FA VD TRANS),86584,cefepima 2 g po liof inj fa,0.6844320599181544,tfidf
CLORIDRATO DE CEFEPIMA (2G PO SOL INJ IV FA),86583,cefepima 1 g po liof inj fa,0.7368500668053803,tfidf
CLORIDRATO DE CICLOBENZAPRINA (10MG COMPRIMIDO),86340,ciclobenzaprina 5 mg com rev,0.8501820134375042,tfidf
CLORIDRATO DE CICLOBENZAPRINA (5MG COMPRIMIDO),86340,ciclobenzaprina 5 mg com rev,0.8573514577417679,tfidf
CLORIDRATO DE CIPROFLOXACINO (2MG/ML SOL INFUS IV SIST FECH 100ML) ,86626,ciprofloxacino 500 mg com rev,0.61641356690969,tfidf
"CLORIDRATO DE CIPROFLOXACINO (3,5 MG/ML SOL OFT FR GOTA 5ML)",86626,ciprofloxacino 500 mg com rev,0.6825680428588444,tfidf
CLORIDRATO DE CIPROFLOXACINO (500MG COMPRIMIDO),86626,ciprofloxacino 500 mg com rev,0.8155406292456637,tfidf
CLORIDRATO DE CIPROFLOXACINO+ HIDROCORTISONA LIQUIDO (2+10MG/ML SUS OTO 5ML),86626,ciprofloxacino 500 mg com rev,0.5300131294588569,tfidf
CLORIDRATO DE CLOMIPRAMINA (25MG COMPRIMIDO),86633,"clomipramina, cloridrato 25 mg com rev",0.9069615076334611,tfidf
CLORIDRATO DE CLOMIPRAMINA (25MG CPR REV) (C1),86633,"clomipramina, cloridrato 25 mg com rev",0.8525329116538961,tfidf
CLORIDRATO DE CLORPROMAZINA (40MG/ML SOLUCAO ORAL 20ML),86654,clorpromazina 5 mg/ml sol inj im amp 5 ml,0.7278318533210087,tfidf
CLORIDRATO DE CLORPROMAZINA (5G/ML SOLUCAO INJETAVEL IM 5ML),86654,clorpromazina 5 mg/ml sol inj im amp 5 ml,0.8157818013727037,tfidf
CLORIDRATO DE DAUNORRUBICINA (20MG PO LIOFILO PARA SOLUCAO INJETAVEL IV FRASCO-AMPOLA 10ML),86705,"escetamina, cloridrato de 50 mg/ml sol inj amp 10 ml im/ev (ketamin)",0.18637895103609037,tfidf
CLORIDRATO DE DEXMEDETOMIDINA (100MCG/ML INJETAVEL IV 2ML) C1,86699,dexmedetomidina 100 mcg/ml sol inj fa 2 ml,0.7288548845080146,tfidf
CLORIDRATO DE DILTIAZEM SOLIDO (30MG COMPRIMIDO),86633,"clomipramina, cloridrato 25 mg com rev",0.22900776216430468,tfidf
CLORIDRATO DE DILTIAZEM SOLIDO (60MG COMPRIMIDO),86633,"clomipramina, cloridrato 25 mg com rev",0.22910734010817174,tfidf
"CLORIDRATO DE DOBUTAMINA (12,5MG/ML SOLUCAO INJETAVEL IV 20ML)",86727,"dobutamina 12,5 mg/ml sol inj iv amp 20 ml",0.7640755577602205,tfidf
CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL LIQUIDO (25MG/ML SOL OFT 5ML ),83639,acetazolamida 250 mg com,0.23079167799735117,tfidf
CLORIDRATO DE DOXICICLINA (100MG COMPRIMIDO),86651,"doxiciclina, cloridrato de 100 mg com rev",0.9253617167156396,tfidf
"CLORIDRATO DE DOXORRUBICINA (2MG/ML SUS LIB PROL DIL INFUS IV 10ML)
",86651,"doxiciclina, cloridrato de 100 mg com rev",0.2289896024951351,tfidf
CLORIDRATO DE DOXORRUBICINA (50MG PO LIOFILO SOLUCAO INJETAVEL IV),86651,"doxiciclina, cloridrato de 100 mg com rev",0.24800942211852955,tfidf
CLORIDRATO DE DULOXETINA (30MG CAPSULA DURA LIBERACAO RETARDA) C1,86736,"duloxetina, cloridrato 30 mg cap dura c/ microgran retard",0.6217174644909806,tfidf
CLORIDRATO DE DULOXETINA (60MG CAPSULA) C1,86736,"duloxetina, cloridrato 30 mg cap dura c/ microgran retard",0.6252675252092335,tfidf
CLORIDRATO DE EPIRRUBICINA (2MG/ML SOL INJ IV FRASCO 25ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.22986688488402235,tfidf
CLORIDRATO DE ERLOTINIBE  (150MG COMPRIMIDO),117320,"momelotinibe, dicloridrato 200mg com rev ojjaara",0.3738338273198179,tfidf
CLORIDRATO DE ERLOTINIBE (100MG COMPRIMIDO),117320,"momelotinibe, dicloridrato 200mg com rev ojjaara",0.4021383749477726,tfidf
CLORIDRATO DE ESCETAMINA (50MG/ML SOL INJ 10ML) C1,86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.710078574996834,tfidf
CLORIDRATO DE ESCETAMINA INJETAVEL ( 50MG/ML INJ 2ML B1),86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.6274291381809853,tfidf
CLORIDRATO DE ESMOLOL (10MG/ML SOLUCAO INJETAVEL IV 10ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2851960433656755,tfidf
CLORIDRATO DE ESMOLOL (10MG/ML SOLUCAO INJETAVEL IV 250ML),86463,"ambroxol, cloridrato de 7,5 mg/ml sol or fr gts 50ml",0.2984528112822236,tfidf
CLORIDRATO DE ETILEFRINA (10MG/ML SOLUCAO INJETAVEL IV/IM/SC 1ML),106331,etilefrina 10mg/ml sol inj amp 1ml,0.8182905567934589,tfidf
CLORIDRATO DE FEXOFENADINA (180MG COMPRIMIDO),86801,fexofenadina 180 mg com rev,0.7680445128232928,tfidf
"CLORIDRATO DE FINGOLIMODE SOLIDO (0,5MG CAP)",86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2048866612131898,tfidf
CLORIDRATO DE FLUOXETINA (20MG CAPSULA) C1,86816,fluoxetina 20 mg cap dura,0.7434816604493526,tfidf
CLORIDRATO DE FLUOXETINA (20MG/ML SOLUCAO ORAL 20ML) C1,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.6624671613054104,tfidf
CLORIDRATO DE GENCITABINA (1000MG PO LIOFILO INJETAVEL),106817,capecitabina 500 mg com rev,0.2993026385072339,tfidf
CLORIDRATO DE GENCITABINA (200MG PO LIOFILO INJETAVEL FA 10ML),106817,capecitabina 500 mg com rev,0.29293148917748674,tfidf
CLORIDRATO DE GENCITABINA (40MG/ML SOL DIL INFUS IV FA 25ML),106817,capecitabina 500 mg com rev,0.303800776651591,tfidf
CLORIDRATO DE GENCITABINA (40MG/ML SOL DIL INFUS IV FA 5ML),106817,capecitabina 500 mg com rev,0.31418040035287975,tfidf
CLORIDRATO DE GRANISETRONA (1MG/ML SOLUCAO INJETAVEL IV 1ML),87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.3132649106552472,tfidf
CLORIDRATO DE IDARRUBICINA (10MG PO LIOFILO IV FA),86651,"doxiciclina, cloridrato de 100 mg com rev",0.2034185959512431,tfidf
CLORIDRATO DE IMIPRAMINA (25MG COMPRIMIDO) C1,86633,"clomipramina, cloridrato 25 mg com rev",0.6499326900114191,tfidf
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 100MG/5ML),100370,"cianocobalamina 5000mcg, cloridrato de piridoxina 100mg, nitrato de tiamina 100mg com rev",0.2275705760892224,tfidf
CLORIDRATO DE IRINOTECANO  (20MG/ML INJ 40MG/2ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.22112029514966125,tfidf
CLORIDRATO DE IRINOTECANO (20MG/ML SOLUCAO INJETAVEL FRASCO-AMPOLA 5ML),86704,"escetamina, cloridrato de 50 mg/ml sol inj amp 2 ml im/ev (ketamin)",0.23449195545595297,tfidf
CLORIDRATO DE IRINOTECANO INJETAVEL ( 20MG/ML 2ML),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2120173115948,tfidf
CLORIDRATO DE IRINOTECANO INJETAVEL (100MG SOL IV 5ML OL),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.213767236557326,tfidf
CLORIDRATO DE LIDOCAINA INJETAVEL (5% INJ 2ML),86928,lidocaina 2% gel bg 30g,0.5001324957269038,tfidf
CLORIDRATO DE MEMANTINA SOLIDO (10MG COMPRIMIDO C1 ),86952,memantina 10 mg com rev,0.6925948635745067,tfidf
CLORIDRATO DE METFORMINA (500MG CP REV),86967,metformina 500 mg com rev,0.775383960772778,tfidf
CLORIDRATO DE METILFENIDATO (10 MG CAP DURA LIB PROL) A3,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.3338535350545229,tfidf
"CLORIDRATO DE METILFENIDATO (10MG CP) A3
",86786,"fenilefrina, cloridrato 10% sol oft gt fr 5 ml",0.2212248986121016,tfidf
"CLORIDRATO DE METILFENIDATO (10MG CPR) A3
",86786,"fenilefrina, cloridrato 10% sol oft gt fr 5 ml",0.21378250399892018,tfidf
CLORIDRATO DE METOCLOPRAMIDA (10MG SOL INJ IMPLANTE OSSEO AMP 2ML),86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp,0.6289571789761631,tfidf
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO INJETAVEL ( 5MG/ML INJ IV/IM 2ML),86979,metoclopramida 5 mg/ml sol inj iv/im 2 ml amp,0.6386708976278095,tfidf
CLORIDRATO DE MIDAZOLAM (5MG/ML SOL INJ IM/IV/RET AMP 3ML) B1,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.6706459799068191,tfidf
CLORIDRATO DE MIDAZOLAM CP/ 15 MG,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.6621074495265684,tfidf
CLORIDRATO DE MIDAZOLAM INJETAVEL (1MG/ML INJ IV/IM/RET 5ML),115305,midazolam 1 mg/ml sol inj amp 5 ml,0.5629141768898214,tfidf
CLORIDRATO DE MIDAZOLAM INJETAVEL (5MG/ML INJ IV/IM/RET 10ML) B1,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.5518946474701453,tfidf
CLORIDRATO DE MIDAZOLAM LIQUIDO ( 2MG/ML SOL OR 10ML ) B1,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.5633210203883842,tfidf
"CLORIDRATO DE MOXIFLOXACINO INJETAVEL (1,60MG/ML INJ 250ML)",87009,"moxifloxacino 1,6 mg/ml sol inj bols 250 ml",0.6546169784785559,tfidf
"CLORIDRATO DE NAFAZOLINA (0,50MG/ML SOL NAS 30ML)",107573,"oximetazolina 0,5 mg sol nas fr 30 ml ",0.3632197828538203,tfidf
CLORIDRATO DE NALBUFINA (10MG/ML INJ 1ML) A2,87016,nalbufina 10 mg/ml sol inj amp 1 ml,0.7314671659573785,tfidf
"CLORIDRATO DE NALOXONA (0,4MG/ML INJ IV/IM/SC AMP 1ML) C1
",87017,"naloxona 0,4 mg/ml sol inj amp 1 ml",0.7143933578909619,tfidf
"CLORIDRATO DE NALOXONA INJETAVEL (0,4MG/ML SOL INJ 1ML) C1 ",87017,"naloxona 0,4 mg/ml sol inj amp 1 ml",0.6597918768446046,tfidf
CLORIDRATO DE NEBIVOLOL,87021,nebivolol 5 mg com,0.8442095090037044,tfidf
CLORIDRATO DE NORTRIPTILINA (10MG CAP),87045,nortriptilina 25 mg cap dura,0.8046369710600549,tfidf
CLORIDRATO DE ONDANSETRONA  (8MG CP ORODISP),87067,ondansetrona 4 mg com orodisp,0.8330412687363736,tfidf
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 2ML),87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.6840233574054102,tfidf
CLORIDRATO DE ONDANSETRONA DI-HIDRATADO (2MG/ML SOL INJ IV/IM AMPOLA 4ML),87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.6781561256706846,tfidf
CLORIDRATO DE ONDANSETRONA SOLIDO (4MG CP ORODISP) ORAL,87067,ondansetrona 4 mg com orodisp,0.7828795689630668,tfidf
"CLORIDRATO DE OXIBUPROCAINA (0,4% SOL OFT GOT 10ML)",104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.6682093991922831,tfidf
CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,86651,"doxiciclina, cloridrato de 100 mg com rev",0.31086989367088563,tfidf
"CLORIDRATO DE OXIMETAZOLINA (0,25MG/ML SOL NASAL 20ML PEDIATRICO)",107573,"oximetazolina 0,5 mg sol nas fr 30 ml ",0.6000806016080767,tfidf
"CLORIDRATO DE OXIMETAZOLINA (0,50MG/ML SOL NASAL 30ML ADULTO)",107573,"oximetazolina 0,5 mg sol nas fr 30 ml ",0.6561167258520008,tfidf
"CLORIDRATO DE PALONOSETRONA INJETAVEL (0,05MG/ML)",87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.24429491556141567,tfidf
CLORIDRATO DE PAPAVERINA (50MG/ML SOL INJ IV/IM AMPOLA 2ML),87096,papaverina 50 mg/ml sol inj amp 2 ml,0.7842241822099663,tfidf
CLORIDRATO DE PAROXETINA SOLIDO (20MG COMPRIMIDO) C1,100269,"fluoxetina, cloridrato de 20 mg/ml (1ml=20gts) sol or gt fr 20 ml",0.3893272583671675,tfidf
CLORIDRATO DE PAZOPANIBE SOLIDO (200MG CP),117320,"momelotinibe, dicloridrato 200mg com rev ojjaara",0.24046440183270926,tfidf
CLORIDRATO DE PAZOPANIBE SOLIDO (400MG CP),86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.2100280670551993,tfidf
CLORIDRATO DE PETIDINA  (50MG/ML INJ 2ML ) A1,92961,trimetazidina dicloridrato 80 mg lp,0.2763979845872228,tfidf
CLORIDRATO DE PILOCARPINA (20MG/ML SOL OFT 10ML),86786,"fenilefrina, cloridrato 10% sol oft gt fr 5 ml",0.2830155681779152,tfidf
CLORIDRATO DE PIOGLITAZONA (30MG CPR SIMPLES),86836,pioglitazona 30 mg com,0.7180616366933463,tfidf
CLORIDRATO DE PROMETAZINA (200MG COMPRIMIDO),86859,prometazina 25 mg/ml sol inj im amp 2 ml,0.6404396426636083,tfidf
CLORIDRATO DE PROMETAZINA (25MG/ML INJ 2ML),86859,prometazina 25 mg/ml sol inj im amp 2 ml,0.6788298575908301,tfidf
CLORIDRATO DE PROMETAZINA+DIPIRONA MONOIDRATADA+ CLORIDRATO DE ADIFENINA ( 500+5+10MG CP),87123,dipirona monoidratada 1 g com,0.5664980999045808,tfidf
CLORIDRATO DE PROPAFENONA,86860,propafenona 300 mg com rev,0.7811021187414496,tfidf
CLORIDRATO DE PROPAFENONA (300MG CP REVESTIDO),86860,propafenona 300 mg com rev,0.6753058368742356,tfidf
CLORIDRATO DE PROPRANOLOL SOLIDO (10MG COMPRIMIDO),87139,propranolol 10 mg com,0.759082994559223,tfidf
CLORIDRATO DE PROPRANOLOL SOLIDO (40MG COMPRIMIDO),87140,propranolol 40 mg com,0.7445563377750564,tfidf
CLORIDRATO DE PROTAMINA INJETAVEL (10MG/ML SOLUCAO INJETAVEL 5ML),87141,protamina 10 mg/ml sol inj amp 5 ml,0.6239898354917439,tfidf
CLORIDRATO DE REMIFENTANILA (2MG PO LIOF INJ ) A1,87156,remifentanila 2 mg po liof inj fa,0.8317180812192119,tfidf
CLORIDRATO DE ROPIVACAINA  (10MG/ML INJ EPIDURAL 20ML),87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.46199834565462344,tfidf
CLORIDRATO DE ROPIVACAINA (10MG/ML SOL INJ IA FA 20ML),87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.5335654945803185,tfidf
CLORIDRATO DE ROPIVACAINA (2MG/ML INJ EPIDURAL 20ML),87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.4581208642517498,tfidf
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.4711514958107215,tfidf
CLORIDRATO DE SOTALOL 160MG,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.23866958164239993,tfidf
"CLORIDRATO DE TIAMINA (100 MG/ML SOL INJ IM/IV 1ML)
",87238,tiamina 100 mg/ml sol inj 1 ml amp,0.6971241552686221,tfidf
CLORIDRATO DE TIAMINA SOLIDO (300MG COMPRIMIDO),87239,tiamina 300 mg com,0.6285052197188434,tfidf
"CLORIDRATO DE TIROFIBANA (0,25MG/ML SOL  IV 50ML )",87249,"tirofibana 0,25 mg/ml sol inj fa 50 ml",0.7505141595454543,tfidf
CLORIDRATO DE TOPOTECANA (4MG PO LIOF SOL INJ IV FRASCO AMPOLA 4ML),102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.25263675795129675,tfidf
CLORIDRATO DE TRAMADOL  (100MG CP LIB PROLONGADA) A2,87263,tramadol 100 mg com rev lib prol,0.5627081714913839,tfidf
CLORIDRATO DE TRAMADOL (100MG/ML SOL OR GTS 10ML) A2,87266,tramadol 50 mg/ml sol inj amp 1 ml,0.5461247526505384,tfidf
CLORIDRATO DE TRAMADOL (50MG CAP ) A2,87265,tramadol 50 mg cap,0.7158284182452048,tfidf
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ AMP 1ML) ,87266,tramadol 50 mg/ml sol inj amp 1 ml,0.7391997778629424,tfidf
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM AMP 2ML) A2,87266,tramadol 50 mg/ml sol inj amp 1 ml,0.6852352371499241,tfidf
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM/SC AMP 1ML) A2 ,87266,tramadol 50 mg/ml sol inj amp 1 ml,0.6699729593659094,tfidf
CLORIDRATO DE TRAMADOL (50MG/ML SOL INJ IV/IM/SC AMP 2ML) A2,87266,tramadol 50 mg/ml sol inj amp 1 ml,0.6693314690724327,tfidf
"CLORIDRATO DE TRAMADOL+PARACETAMOL (37,5+325MG CPR REV) A2",87100,paracetamol 500 mg com,0.48685215214070365,tfidf
CLORIDRATO DE TRAZODONA  (50MG CP) C1,87271,trazodona 100 mg com,0.7206544818528827,tfidf
"CLORIDRATO DE VALGANCICLOVIR (450MG COMPRIMIDO REVESTIDO)
",86595,ganciclovir sodico 1 mg/ml sol inj bols 250ml,0.4031804378253817,tfidf
CLORIDRATO DE VALGANCICLOVIR (450MG CPR REV),86595,ganciclovir sodico 1 mg/ml sol inj bols 250ml,0.4309773915292163,tfidf
CLORIDRATO DE VANCOMICINA  (500MG PO LIOF INJ IV),87293,vancomicina 500 mg po liof inj fa,0.8073682364749302,tfidf
CLORIDRATO DE VENLAFAXINA (75MG CAP) C1 ,87299,"venlafaxina 37,5 mg cap gel dura",0.6994113967021981,tfidf
"CLORMADINONA + ETINILESTRADIOL (2,00+0,03 MG COM REV)

",86997,milrinona 1 mg/ml sol inj amp 10 ml ,0.14838243764906178,tfidf
CLORO RIO PASTILHA (DESINFETANTE) C/ 10,113688,revital ox desinfetante de alto nivel steris 4l,0.3657686428700568,tfidf
CLORO RIO PASTILHA (DESINFETANTE) C/150,113688,revital ox desinfetante de alto nivel steris 4l,0.35780585423319067,tfidf
"CLORTALIDONA (12,5MG COMPRIMIDO)",92914,primidona 100 mg com,0.2111291330964787,tfidf
