linha_clinica_global,global_cod_produto,global_desc_produto,global_marca,principio_ativo,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_un,preco_unimed_vl_medio_r_un,unimed_abc,unimed_prev_mes_rs,gap_pct_ultimo_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,depara_origem,depara_confianca,fonte_preco_global,fonte_preco_unimed
TROPICAMIDA LIQUIDO (10MG/ML SOLUCAO OFTALMICA),2134,CICLOMIDRIN 10 MG/ML SOL OFT VP,LATINOFARMA,TROPICAMIDA,1,14.05,14.05,14.05,14.05,14.05,2024-07-25,87278,tropicamida 10 mg/ml sol oft gt fr 5 ml,tropicamida 10 mg/ml sol oft gt fr 5 ml,Frasco,15.1,C,67.95,-7.0,-1.05,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ATADURA GESSADA ORTOP BRANCO 08CM X 2M,3512,ATADURA GESSADA ORTOP BRANCO 08CM X 2M,POLARFIX,PRODUTOS PARA SAUDE,1,0.943578,0.943578,0.943578,0.943578,0.943578,2024-07-24,88077,atadura gessada cysne 08cm x 2m  embalagem individual,atadura gessada cysne 08cm x 2m  embalagem individual,Rolo,1.64,C,67.24,-42.5,-0.6964,fuzzy_alta,0.79,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
VALSARTANA  (160MG COMPRIMIDO REV) ,3678,VALSARTANA 160 MG CP,BRAINFARMA,VALSARTANA,1,0.933331,0.933331,0.933331,0.933331,0.933331,2024-08-27,87289,valsartana 160 mg com rev,valsartana 160 mg com rev,Comprimido,0.63,C,67.03200000000001,48.1,0.3033,fuzzy_alta,0.98,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DOMPERIDONA (10MG COMPRIMIDO),935,DOMPERIDONA 10 MG CP VP,EMS,DOMPERIDONA,1,0.066667,0.066667,0.066667,0.066667,0.066667,2025-09-08,86729,domperidona 10 mg com,domperidona 10 mg com,Comprimido,0.05,C,66.96000000000001,33.3,0.0167,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,5480,BILYT 300MG CP (C1),BIOLAB,CARBONATO DE LITIO,1,0.18898,0.18898,0.18898,0.18898,0.18898,2026-01-30,86569,"litio, carbonato de 300 mg com","litio, carbonato de 300 mg com",Comprimido,0.58,C,65.88799999999999,-67.4,-0.391,fuzzy_alta,0.93,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,5879,CARBONATO DE LITIO 300MG  (C1),BIOLAB,CARBONATO DE LITIO,1,0.352139,0.352139,0.352139,0.352139,0.352139,2026-05-21,86569,"litio, carbonato de 300 mg com","litio, carbonato de 300 mg com",Comprimido,0.58,C,65.88799999999999,-39.3,-0.2279,fuzzy_alta,0.93,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CARBONATO DE LITIO (300MG COMPRIMIDO) C1,3764,LITERATA 300MG CP (C1) VP,CRISTALIA,CARBONATO DE LITIO,1,0.34,0.34,0.34,0.34,0.34,2024-05-17,86569,"litio, carbonato de 300 mg com","litio, carbonato de 300 mg com",Comprimido,0.58,C,65.88799999999999,-41.4,-0.24,fuzzy_alta,0.93,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,4025,AZITROMICINA 500MG CP,LABORATORIO GLOBO,AZITROMICINA DI-HIDRATADA,1,0.77,0.77,0.77,0.77,0.77,2025-07-04,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-48.7,-0.73,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,1109,AZITROPHAR 500MG CP,PHARLAB,AZITROMICINA DI-HIDRATADA,1,1.026667,1.026667,1.026667,1.026667,1.026667,2024-02-29,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-31.6,-0.4733,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,4360,AZITROMICINA 500MG CP,PHARLAB,AZITROMICINA DI-HIDRATADA,1,1.03,1.03,1.03,1.03,1.03,2023-12-20,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-31.3,-0.47,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,4634,AZITROPHAR 500 MG COM REV CT,PHARLAB,AZITROMICINA DI-HIDRATADA,1,0.99,0.99,0.99,0.99,0.99,2024-09-27,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-34.0,-0.51,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,5760,AZITROPHAR 500MG CX C/500 CP,PHARLAB,AZITROMICINA DI-HIDRATADA,1,0.6998,0.6998,0.6998,0.6998,0.6998,2025-10-02,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-53.3,-0.8002,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,5068,AZITROMICINA 500MG COMPRIMIDO REVESTIDO,PRATI DONADUZZI,AZITROMICINA DI-HIDRATADA,1,0.909067,0.909067,0.909067,0.909067,0.909067,2025-07-24,86499,azitromicina 500 mg com rev,azitromicina 500 mg com rev,Comprimido,1.5,C,63.449999999999996,-39.4,-0.5909,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HIDROXIETILAMIDO INJETAVEL (60MG/ML 500ML INJ ),449,VOLUVEN 60 MG/ML INJ,FRESENIUS,HIDROXIETILAMIDO,1,28.5,28.5,28.5,28.5,28.5,2025-08-07,87310,hidroxietilamido 6% 500 ml fr ,hidroxietilamido 6% 500 ml fr ,Frasco,35.13,C,63.23400000000001,-18.9,-6.63,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DEXAMETASONA (1MG/ML SUSPENSAO OFTALMICA ESTERIL 5ML),4840,MAXIDEX 1MG/ML SUS OFT EST 5ML,NOVARTIS,DEXAMETASONA,1,7.180833,7.180833,7.180833,7.180833,7.180833,2026-06-10,86692,"dexametasona 1,0 mg/ml sus oft gt fr 5ml","dexametasona 1,0 mg/ml sus oft gt fr 5ml",Frasco,10.54,C,62.186,-31.9,-3.3592,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
RIVAROXABANA SOLIDO ( 10MG CP),2650,RIVAROXABANA 10MG CP,EMS,RIVAROXABANA,1,0.21,0.21,0.21,0.21,0.21,2025-06-23,87165,rivaroxabana 10 mg com rev,rivaroxabana 10 mg com rev,Comprimido,0.26,C,61.932,-19.2,-0.05,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
RIVAROXABANA SOLIDO ( 10MG CP),4060,VYNAXA 10 MG CP VP,EMS,RIVAROXABANA,1,0.21,0.21,0.21,0.21,0.21,2025-09-08,87165,rivaroxabana 10 mg com rev,rivaroxabana 10 mg com rev,Comprimido,0.26,C,61.932,-19.2,-0.05,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
RIVAROXABANA SOLIDO ( 10MG CP),4498,VYNAXA 10MG CP,EMS,RIVAROXABANA,1,0.2,0.2,0.2,0.2,0.2,2024-02-05,87165,rivaroxabana 10 mg com rev,rivaroxabana 10 mg com rev,Comprimido,0.26,C,61.932,-23.1,-0.06,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PROPATILNITRATO SOLIDO (10MG COMPRIMIDO),1416,SUSTRATE 10 MG CP VP,FQM,PROPATILNITRATO,1,0.345571,0.345571,0.345571,0.345571,0.345571,2023-10-11,86862,propatilnitrato 10 mg com,propatilnitrato 10 mg com,Comprimido,0.55,C,60.775000000000006,-37.2,-0.2044,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PROPATILNITRATO SOLIDO (10MG COMPRIMIDO),1500,SUSTRATE 10 MG CP VP,FQM,PROPATILNITRATO,1,0.160819,0.160819,0.160819,0.160819,0.160819,2025-10-14,86862,propatilnitrato 10 mg com,propatilnitrato 10 mg com,Comprimido,0.55,C,60.775000000000006,-70.8,-0.3892,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PROPATILNITRATO SOLIDO (10MG COMPRIMIDO),2831,SUSTRATE 10 MG CP,FQM,PROPATILNITRATO,1,0.430171,0.430171,0.430171,0.430171,0.430171,2022-08-17,86862,propatilnitrato 10 mg com,propatilnitrato 10 mg com,Comprimido,0.55,C,60.775000000000006,-21.8,-0.1198,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GABAPENTINA (300MG CAPSULA) C4,1460,GABAPENTINA 300MG CAP (C1),AUROBINDO,GABAPENTINA,1,0.283,0.283,0.283,0.283,0.283,2024-05-29,86591,gabapentina 300 mg cap dura,gabapentina 300 mg cap dura,Cápsula,0.55,C,59.785000000000004,-48.5,-0.267,fuzzy_alta,0.82,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GABAPENTINA (300MG CAPSULA) C4,4359,EMPAK 300MG CAP (C1),BIOLAB,GABAPENTINA,1,0.27,0.27,0.27,0.27,0.27,2025-06-13,86591,gabapentina 300 mg cap dura,gabapentina 300 mg cap dura,Cápsula,0.55,C,59.785000000000004,-50.9,-0.28,fuzzy_alta,0.82,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GABAPENTINA (300MG CAPSULA) C4,938,GABAPENTINA 300MG CAP (C1) VP,EMS,GABAPENTINA,1,0.433333,0.433333,0.433333,0.433333,0.433333,2025-10-22,86591,gabapentina 300 mg cap dura,gabapentina 300 mg cap dura,Cápsula,0.55,C,59.785000000000004,-21.2,-0.1167,fuzzy_alta,0.82,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
GABAPENTINA (300MG CAPSULA) C4,4086,GABAPENTINA 300MG CAP (C1),EMS,GABAPENTINA,1,0.433333,0.433333,0.433333,0.433333,0.433333,2023-04-26,86591,gabapentina 300 mg cap dura,gabapentina 300 mg cap dura,Cápsula,0.55,C,59.785000000000004,-21.2,-0.1167,fuzzy_alta,0.82,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"MALEATO DE DEXCLORFENIRAMINA+BETAMETASONA (0,4MG/ML+0,05 MG/ML XPE 120 ML)",2853,"DEXCLORFENIRAMINA+BETAMETASONA 0,45MG/ML",LABORATORIO GLOBO,BETAMETASONA+MALEATO DE DEXCLORFENIRAMINA,1,3.9,3.9,3.9,3.9,3.9,2025-06-12,87115,"dexclorfeniramina 2 mg/5 ml + betametasona 0,25 mg/5 ml  xpe fr 120 ml","dexclorfeniramina 2 mg/5 ml + betametasona 0,25 mg/5 ml  xpe fr 120 ml",Frasco,5.8,C,59.74,-32.8,-1.9,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CANULA GUEDEL  NÂ¿ 2 TAMANHO 80MM,704,CANULA GUEDEL  NÂº 2 TAMANHO 80MM,DESCARPACK,PRODUTOS PARA SAUDE,1,1.0178,1.0178,1.0178,1.0178,1.0178,2023-11-14,111148,canula de guedell estéril nº 2,canula de guedell estéril nº 2,Unidade,3.5,C,59.14999999999999,-70.9,-2.4822,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BICARBONATO DE SODIO INJETAVEL (84MG/ML SOL INJ IV AMP 10ML),1310,BICARBONATO DE SODIO 84MG/ML INJ IV 10ML,SAMTEC,BICARBONATO DE SODIO,1,0.81,0.81,0.81,0.81,0.81,2026-01-02,86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml","bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",Ampola,0.98,C,57.918,-17.3,-0.17,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE AMIODARONA (100MG COMPRIMIDO),5854,AMIORON 200MG CX C/ 500 COMP,GEOLAB,CLORIDRATO DE AMIODARONA,1,0.34,0.34,0.34,0.34,0.34,2026-03-12,86467,amiodarona 100 mg com,amiodarona 100 mg com,Comprimido,0.51,C,55.794000000000004,-33.3,-0.17,llm,0.93,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DEXAMETASONA (2MG/ML SOLUCAO INJETAVEL 1ML),3197,DEXAMETASONA 2MG/ML SOL INJ 1ML,FARMACE,FOSFATO DISSODICO DE DEXAMETASONA,1,1.1,1.1,1.1,1.1,1.1,2022-10-10,86695,"dexametasona, fosfato dissodico 2 mg/ml sol inj amp 1 ml","dexametasona, fosfato dissodico 2 mg/ml sol inj amp 1 ml",Ampola,0.78,C,55.30200000000001,41.0,0.32,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DEXAMETASONA (2MG/ML SOLUCAO INJETAVEL 1ML),3772,DEXAMETASONA 2MG/ML SOL INJ 1ML VP,HYPOFARMA,FOSFATO DISSODICO DE DEXAMETASONA,1,1.1,1.1,1.1,1.1,1.1,2022-12-29,86695,"dexametasona, fosfato dissodico 2 mg/ml sol inj amp 1 ml","dexametasona, fosfato dissodico 2 mg/ml sol inj amp 1 ml",Ampola,0.78,C,55.30200000000001,41.0,0.32,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE OXIBUPROCAINA (0,4% SOL OFT GOT 10ML)",4885,"OXINEST 0,4% SOL OFT CT FR GOT 10ML",CRISTALIA,CLORIDRATO DE OXIBUPROCAINA,1,18.0,18.0,18.0,18.0,18.0,2024-12-18,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,Frasco,19.58,C,55.0198,-8.1,-1.58,llm,0.75,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,441,ACIDO ASCORBICO 100MG/ML INJ IV/IM 5MLVP,HYPOFARMA,ACIDO ASCORBICO,1,0.76,0.76,0.76,0.76,0.76,2024-08-05,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,acido ascorbico 100 mg/ml sol inj 5 ml amp,Ampola,0.81,C,54.99900000000001,-6.2,-0.05,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,4940,BEBEDOURO,USO E CONSUMO,USO E CONSUMO,1,2099.0,2099.0,2099.0,2099.0,2099.0,2026-04-02,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,acido ascorbico 100 mg/ml sol inj 5 ml amp,Ampola,0.81,C,54.99900000000001,259035.8,2098.19,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ASCORBICO (100MG/ML SOL INJ IV AP 5ML),1353,VITAMINA C 100MG/ML INJ IV 5ML,FARMACE,ACIDO ASCORBICO,1,0.8,0.8,0.8,0.8,0.8,2026-01-13,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,acido ascorbico 100 mg/ml sol inj 5 ml amp,Ampola,0.81,C,54.99900000000001,-1.2,-0.01,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FUROSEMIDA (40MG COMPRIMIDO),3165,FUROSEMIDA 40 MG CP,NEO QUIMICA,FUROSEMIDA,1,0.075997,0.075997,0.075997,0.075997,0.075997,2022-09-05,83675,furosemida 40 mg com,furosemida 40 mg com,Comprimido,0.11,C,54.086999999999996,-30.9,-0.034,fuzzy_alta,0.97,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FUROSEMIDA (40MG COMPRIMIDO),3819,FUROSEMIDA 40 MG CP VP,NEO QUIMICA,FUROSEMIDA,1,0.492,0.492,0.492,0.492,0.492,2023-07-17,83675,furosemida 40 mg com,furosemida 40 mg com,Comprimido,0.11,C,54.086999999999996,347.3,0.382,fuzzy_alta,0.97,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
FUROSEMIDA (40MG COMPRIMIDO),4290,FUROSEMIDA 40 MG CP SIMPLES VIA ORAL,PRATI DONADUZZI,FUROSEMIDA,1,0.04688,0.04688,0.04688,0.04688,0.04688,2025-09-04,83675,furosemida 40 mg com,furosemida 40 mg com,Comprimido,0.11,C,54.086999999999996,-57.4,-0.0631,fuzzy_alta,0.97,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
HEMIFUMARATO DE BISOPROLOL (5MG COMPRIMIDO REVESTIDO),1912,BISOPROLOL 5 MG CP VP,EMS,HEMIFUMARATO DE BISOPROLOL,1,0.193333,0.193333,0.193333,0.193333,0.193333,2025-08-08,86526,bisoprolol 5 mg com rev,bisoprolol 5 mg com rev,Comprimido,0.29,C,53.737,-33.3,-0.0967,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,3538,ESCITALOPRAM 10 MG CP (C1) VP,CELLERA,OXALATO DE ESCITALOPRAM,1,0.2051,0.2051,0.2051,0.2051,0.2051,2022-11-17,86762,"escitalopram, oxalato de 10 mg  com rev","escitalopram, oxalato de 10 mg  com rev",Comprimido,0.15,C,53.279999999999994,36.7,0.0551,fuzzy_alta,0.92,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,3539,ESCITALOPRAM 20 MG CP (C1) VP,CELLERA,OXALATO DE ESCITALOPRAM,1,0.414107,0.414107,0.414107,0.414107,0.414107,2022-11-17,86762,"escitalopram, oxalato de 10 mg  com rev","escitalopram, oxalato de 10 mg  com rev",Comprimido,0.15,C,53.279999999999994,176.1,0.2641,fuzzy_alta,0.92,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,1877,ESCITALOPRAM 10 MG CP (C1) VP,EMS,OXALATO DE ESCITALOPRAM,1,0.259,0.259,0.259,0.259,0.259,2024-05-09,86762,"escitalopram, oxalato de 10 mg  com rev","escitalopram, oxalato de 10 mg  com rev",Comprimido,0.15,C,53.279999999999994,72.7,0.109,fuzzy_alta,0.92,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
OXALATO DE ESCITALOPRAM (10MG COMPRIMIDO) C1,2639,UNITRAM 10 MG CP (C1),FQM,OXALATO DE ESCITALOPRAM,1,1.218333,1.218333,1.218333,1.218333,1.218333,2023-08-03,86762,"escitalopram, oxalato de 10 mg  com rev","escitalopram, oxalato de 10 mg  com rev",Comprimido,0.15,C,53.279999999999994,712.2,1.0683,fuzzy_alta,0.92,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE TRAMADOL (50MG CAP ) A2,162,TRAMADOL 50MG CAP (A2) VP,EMS,CLORIDRATO DE TRAMADOL,1,0.176,0.176,0.176,0.176,0.176,2025-07-31,87265,tramadol 50 mg cap,tramadol 50 mg cap,Cápsula,0.16,C,52.25600000000001,10.0,0.016,fuzzy_alta,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE TRAMADOL (50MG CAP ) A2,3152,TRAMADOL 50MG CAP BL AL PLAS X 10 (A2),GERMED,CLORIDRATO DE TRAMADOL,1,0.2,0.2,0.2,0.2,0.2,2023-01-07,87265,tramadol 50 mg cap,tramadol 50 mg cap,Cápsula,0.16,C,52.25600000000001,25.0,0.04,fuzzy_alta,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE TRAMADOL (50MG CAP ) A2,280,TRAMADOL 50MG CAP (A2),TEUTO,CLORIDRATO DE TRAMADOL,1,0.1264,0.1264,0.1264,0.1264,0.1264,2025-09-30,87265,tramadol 50 mg cap,tramadol 50 mg cap,Cápsula,0.16,C,52.25600000000001,-21.0,-0.0336,fuzzy_alta,0.8,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),3170,PLESONAX 5MG CP,NEO QUIMICA,BISACODIL,1,0.08,0.08,0.08,0.08,0.08,2024-07-10,83650,bisacodil 5 mg drg,bisacodil 5 mg drg,Comprimido,0.32,C,50.688,-75.0,-0.24,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"CLORIDRATO DE OXIMETAZOLINA (0,50MG/ML SOL NASAL 30ML ADULTO)",126,"OXIMETAZOLINA 0,50MG/ML NAS 30ML AD VP",EMS,CLORIDRATO DE OXIMETAZOLINA,1,2.5,2.5,2.5,2.5,2.5,2025-01-08,107573,"oximetazolina 0,5 mg sol nas fr 30 ml ","oximetazolina 0,5 mg sol nas fr 30 ml ",Frasco,4.01,C,48.922,-37.7,-1.51,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),3052,HEDD 10MG CP (C1),FQM,ARIPIPRAZOL,1,2.090644,2.090644,2.090644,2.090644,2.090644,2024-08-12,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,77.2,0.9106,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),5499,HEDD 10MG CP (C1),FQM,ARIPIPRAZOL,1,2.196567,2.196567,2.196567,2.196567,2.196567,2025-05-22,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,86.1,1.0166,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),5553,ARIPIPRAZOL 10MG CP (C1),LABORATORIO GLOBO,ARIPIPRAZOL,1,0.48,0.48,0.48,0.48,0.48,2025-08-01,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,-59.3,-0.7,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),5554,ARIPIPRAZOL 15MG CP (C1),LABORATORIO GLOBO,ARIPIPRAZOL,1,0.633333,0.633333,0.633333,0.633333,0.633333,2025-06-12,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,-46.3,-0.5467,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),2263,KAVIUM 10MG CP (C1),ZYDUS,ARIPIPRAZOL,1,0.360004,0.360004,0.360004,0.360004,0.360004,2023-03-29,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,-69.5,-0.82,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ARIPIPRAZOL (10MG COMPRIMIDO),4828,ARIPIPRAZOL 10MG CP (C1),ZYDUS,ARIPIPRAZOL,1,0.35,0.35,0.35,0.35,0.35,2025-12-02,86486,aripiprazol 10 mg com,aripiprazol 10 mg com,Comprimido,1.18,C,48.733999999999995,-70.3,-0.83,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SONDA FOLEY 2 VIAS FR 20 C/ BALAO 30CC,897,SONDA FOLEY 2 VIAS FR 20 C/ BALAO 30CC,DESCARPACK,PRODUTOS PARA SAUDE,1,1.799,1.799,1.799,1.799,1.799,2024-01-11,87587,sonda foley 2 vias n° 20 30cc siliconizada (latex siliconado),sonda foley 2 vias n° 20 30cc siliconizada (latex siliconado),Unidade,2.12,C,48.336000000000006,-15.1,-0.321,llm,0.95,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE NEBIVOLOL,5626,BIVOLET 5MG,BIOLAB,CLORIDRATO DE NEBIVOLOL,1,0.361713,0.361713,0.361713,0.361713,0.361713,2025-08-29,87021,nebivolol 5 mg com,nebivolol 5 mg com,Comprimido,0.63,C,48.195,-42.6,-0.2683,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE NEBIVOLOL,5889,NEBIVOLOL CLORIDRATO 5MG,TORRENT PHARMA,CLORIDRATO DE NEBIVOLOL,1,0.433212,0.433212,0.433212,0.433212,0.433212,2026-06-02,87021,nebivolol 5 mg com,nebivolol 5 mg com,Comprimido,0.63,C,48.195,-31.2,-0.1968,llm,1.0,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPLEXO B INJETAVEL (SOL 12ML ) ,440,HYPLEX B SOL INJ 2ML,HYPOFARMA,COMPLEXO B,1,0.9,0.9,0.9,0.9,0.9,2025-09-23,86670,complexo b sol inj 2 ml amp,complexo b sol inj 2 ml amp,Ampola,1.29,C,47.859,-30.2,-0.39,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COMPLEXO B INJETAVEL (SOL 12ML ) ,3654,HYPLEX B SOL INJ 2ML VP,HYPOFARMA,COMPLEXO B,1,0.85,0.85,0.85,0.85,0.85,2024-07-04,86670,complexo b sol inj 2 ml amp,complexo b sol inj 2 ml amp,Ampola,1.29,C,47.859,-34.1,-0.44,llm,0.9,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
Vitaminas do complexo B,5807,SANTIPLEX B SOL INJ 2ML AMP,SANTISA,COMPLEXO B,1,0.87,0.87,0.87,0.87,0.87,2026-05-11,86670,complexo b sol inj 2 ml amp,complexo b sol inj 2 ml amp,Ampola,1.29,C,47.859,-32.6,-0.42,llm,0.97,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
