NUM_NOTA,DT_EMISSAO_NOTA,DT_ENTRADA,COD_PRODUTO,DESCRICAO_PRODUTO,MARCA,PRINCIPIO_ATIVO,LINHA_PRODUTO,CUSTO_ENTRADA,QT_ENTRADA,QT_ESTOQUE_ANTERIOR,CUSTO_MED_ANTERIOR,COD_FORNECEDOR,RAZAO_SOCIAL
983704,2025-04-30,2025-05-13,273,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML VP",TEUTO,FOSFATO DISSODICO DE DEXAMETASONA," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",0.75,2160,8,0.9,721,LABORATORIO TEUTO BRASILEIRO S/A
2216043,2023-01-23,2023-01-27,3304,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML ",EUROFARMA,FOSFATO DISSODICO DE DEXAMETASONA," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",2.2,5000,0,0.0,1162,EUROFARMA LABORATORIOS S.A.
353265,2025-12-17,2025-12-30,1010,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML",FARMACE,FOSFATO DISSODICO DE DEXAMETASONA," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",0.75,15000,0,0.73,157,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
6177,2025-03-11,2025-03-17,445,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML",HYPOFARMA,FOSFATO DISSODICO DE DEXAMETASONA," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",0.8,11000,27550,0.8,720,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
201892,2026-03-20,2026-04-01,5247,ABAIXADOR LINGUA NAO ESTERIL INDIVIDUAL,THEOTO,PRODUTOS PARA SAUDE,ABAIXADOR LINGUA NAO ESTERIL,0.129,50000,5500,0.12,1181,THEOTO S A INDUSTRIA E COMERCIO
96523,2025-01-14,2025-01-23,2126,ABAIXADOR LINGUA NÃO ESTERIL INDIVIDUAL,ESTILO,PRODUTOS PARA SAUDE,ABAIXADOR LINGUA NAO ESTERIL,0.137095,20000,0,0.14,1183,ESTILO ARTEFATOS DE MADEIRAS LTDA
201892,2026-03-20,2026-04-01,1821,ABAIXADOR LINGUA NAO ESTERIL,THEOTO,PRODUTOS PARA SAUDE,ABAIXADOR LINGUA NAO ESTERIL,0.0394,15000,200,0.04,1181,THEOTO S A INDUSTRIA E COMERCIO
103790,2025-12-29,2026-01-08,4292,ABAIXADOR LINGUA NAO ESTERIL,ESTILO,PRODUTOS PARA SAUDE,ABAIXADOR LINGUA NAO ESTERIL,0.04,80000,0,0.04,1183,ESTILO ARTEFATOS DE MADEIRAS LTDA
80679,2025-08-28,2025-09-09,1554,ACEBROFILINA 10MG/ML XPE 120ML ADULTO,EMS,ACEBROFILINA,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),10.59,360,360,6.0,7,EMS S/A
155813,2025-09-10,2025-09-17,2913,ACEBROFILINA 10MG/ML XPE 120ML AD,LABORATORIO GLOBO,ACEBROFILINA,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),5.7,60,4,5.72,1218,LABORATORIO GLOBO SA
1446858,2024-08-16,2024-08-27,4837,ACEBROFILINA 10MG/ML XPE 120ML ADULTO,BRAINFARMA,ACEBROFILINA,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),6.09999,1020,0,0.0,1170,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.
1049650,2022-12-26,2023-01-04,962,ACEBROFILINA 5MG/ML XPE 120ML PED,PRATI DONADUZZI,ACEBROFILINA,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),5.37,500,2,2.97,156,"PRATI, DONADUZZI & CIA LTDA"
1446871,2024-08-16,2024-08-27,4838,ACEBROFILINA 5MG/ML XPE 120ML PEDIÁTRICO,NEO QUIMICA,ACEBROFILINA,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),5.09999,1020,0,0.0,1170,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.
151906,2025-07-04,2025-07-15,2914,ACEBROFILINA 5MG/ML XPE 120ML PED,LABORATORIO GLOBO,ACEBROFILINA,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),4.9,120,20,4.9,1218,LABORATORIO GLOBO SA
2901948,2024-10-18,2024-10-23,132,ACEBROFILINA 5MG/ML XPE 120ML PED,EMS,ACEBROFILINA,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),7.2,600,0,7.2,7,EMS S/A
22154,2025-10-22,2025-10-29,5142,ACETATO DE ABIRATERONA 250MG CP,SUN PHARMA,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),5.64974,7200,4080,4.9,973,SUN FARMACEUTICA DO BRASIL LTDA
783906,2024-03-28,2024-04-11,2904,ABIRATERONA 250MG CP ADULTO USO ORAL IMP,DR REDDYS,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),6.75,3360,16800,6.26,1223,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.
736283,2025-07-21,2025-07-29,4293,ABMETHA 250MG CP ADULTO VIA ORAL,CRISTALIA ONCO,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),6.951058,1200,480,7.5,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
4737,2025-08-26,2025-09-15,4923,ABIRATERONA 250MG CP ADULTO VIA ORAL,DR REDDYS,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),6.0,6000,0,6.37,1763,JM DISTRIBUIDORA DE MEDICAMENTOS LTDA
178486,2025-08-29,2025-09-03,4886,ABIRATERONA 500MG ADULTO VIA ORAL,GLENMARK,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (500MG CPR REV ) ,10.624267,1200,420,12.99,673,GLENMARK FARMACEUTICA LTDA
2759359,2025-09-29,2025-10-08,1143,MATIZ 250MG CP ADULTO VIA ORAL OL,EUROFARMA ONCO,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (500MG CPR REV ) ,6.666667,11520,30960,5.36,460,EUROFARMA LABORATORIOS S.A.
2604769,2024-08-06,2024-08-12,4169,MATIZ 250MG CP BLISTER,EUROFARMA ONCO,ACETATO DE ABIRATERONA,ACETATO DE ABIRATERONA (500MG CPR REV ) ,11.25,600,0,7.92,864,EUROFARMA LABORATORIOS S.A.
61807,2025-12-22,2026-01-02,466,CIPROTERONA 50MG CP SIMPLES VIA ORAL,BERGAMO,ACETATO DE CIPROTERONA,ACETATO DE CIPROTERONA (50 MG COM CT BL AL PLAS TRANS X 20),3.05,1100,20,3.05,704,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
61808,2025-12-22,2026-01-02,1483,"DESMOPRESSINA 0,1MG/ML SOL NAS SPR 2,5ML",BERGAMO,ACETATO DE DESMOPRESSINA,"ACETATO DE DESMOPRESSINA (0,1MG/ML SOL NAS FR SPRAY 2,5ML)",148.3,108,0,148.3,704,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
277063,2026-02-10,2026-02-23,864,"LECTRUM 7,50MG PO LIOF INJ C/SR C/DIL",SANDOZ,ACETATO DE LEUPRORRELINA,"ACETATO DE LEUPRORRELINA (7,50MG PO LIOF SUS INJ FA + AMP DIL 1,5ML + SER 2 AGU)",234.14,1000,0,234.14,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
61809,2025-12-22,2026-01-02,464,FEMIGESTROL 160MG CP,BERGAMO,ACETATO DE MEGESTROL,ACETATO DE MEGESTROL (160MG COMPRIMIDO SIMPLES ADULTO) ,4.266667,1650,24060,4.26,704,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA
705429,2023-03-16,2023-03-29,1356,PREDI-MEDROL 40MG/ML INJ 2ML,UNIAO QUIMICA,ACETATO DE METILPREDNISOLONA,ACETATO DE METILPREDNISOLONA (40MG/ML SOL INJ IM/INTRASSINOVIAL/INTRALESIONAL/INTRARETAL FA 2ML),18.04,300,0,18.04,163,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
500551,2025-09-11,2025-09-15,496,"SANDOSTATIN 0,5MG/ML SOL INJ IV/SC 1ML",NOVARTIS,ACETATO DE OCTREOTIDA,"ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",295.503167,300,225,295.5,830,NOVARTIS BIOCIENCIAS SA
461727,2024-12-06,2024-12-11,515,"SANDOSTATIN 0,05MG/ML SOL INJ IV/SC 1ML",NOVARTIS,ACETATO DE OCTREOTIDA,"ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",42.3152,250,0,42.15,830,NOVARTIS BIOCIENCIAS SA
503710,2025-10-08,2025-10-13,5188,"SANDOSTATIN 0,05MG/ML SOL INJ IV/SC 1ML",NOVARTIS,ACETATO DE OCTREOTIDA,"ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",43.415333,30,10,43.32,830,NOVARTIS BIOCIENCIAS SA
514878,2026-01-14,2026-01-20,5075,"SANDOSTATIN 0,1MG/ML INJ IV/SC 1ML",NOVARTIS,ACETATO DE OCTREOTIDA,"ACETATO DE OCTREOTIDA (0,1MG/ML SOL INJ IV AMP 1 ML)",73.98438,500,0,73.98,830,NOVARTIS BIOCIENCIAS SA
462730,2024-12-11,2024-12-16,495,"SANDOSTATIN 0,1MG/ML INJ IV/SC 1ML  IMP",NOVARTIS,ACETATO DE OCTREOTIDA,"ACETATO DE OCTREOTIDA (0,1MG/ML SOL INJ IV AMP 1 ML)",72.11055,200,735,72.11,830,NOVARTIS BIOCIENCIAS SA
503982,2025-10-09,2025-10-15,498,SANDOSTATIN 20MG PO INJ IM C/SER DIL 2ML,NOVARTIS,ACETATO DE OCTREOTIDA,ACETATO DE OCTREOTIDA (20MG PO SUS INJ IM + 1 SER DIL 2ML),6136.097333,15,11,6126.38,830,NOVARTIS BIOCIENCIAS SA
461727,2024-12-06,2024-12-11,499,SANDOSTATIN 30MG PO INJ SER DIL 2ML IMP,NOVARTIS,ACETATO DE OCTREOTIDA,ACETATO DE OCTREOTIDA (30MG PO SUS INJ IM + 1 SER DIL 2ML),8073.773,10,0,8073.77,830,NOVARTIS BIOCIENCIAS SA
515366,2026-01-15,2026-01-20,5100,SANDOSTATIN 30MG PO INJ /SER DIL 2ML NAC,NOVARTIS,OCTREOTIDA,ACETATO DE OCTREOTIDA (30MG PO SUS INJ IM + 1 SER DIL 2ML),8283.6695,20,0,7815.84,830,NOVARTIS BIOCIENCIAS SA
3046,2024-02-19,2024-02-22,3895,TERGLY 1MG PO LIOF SOL INJ ,VOLPHARMA FARMACEUTICA,ACETATO DE TERLIPRESSINA,ACETATO DE TERLIPRESSINA (1MG PO LIOF SOL INJ IV FA),241.9,15,88,250.0,971,VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACEUT
749518,2023-07-14,2023-07-28,1436,FLUCISTEIN 100MG/ML INJ IV/INAL 3ML,UNIAO QUIMICA,ACETILCISTEINA,ACETILCISTEINA (100MG/ML SOL INJ USO INTRAVENOSO/INALAT¿RIO AMPOLA 3ML),4.0,3000,305,3.97,1163,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
690758,2026-02-27,2026-03-12,4734,CISTEIL 200MG GRAN ENV LARANJA,GEOLAB,ACETILCISTEINA,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA),0.5,2500,1750,0.48,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
2389631,2023-04-14,2023-04-26,2819,ACETILCISTEINA 200MG GRAN ENV LARANJA,EMS,ACETILCISTEINA,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA),0.4375,32256,0,0.44,7,EMS S/A
80678,2025-08-28,2025-09-09,174,ACETILCISTEINA 200MG GRAN ENV LARANJA VP,EMS,ACETILCISTEINA,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA) VP,0.4625,7488,3312,0.49,7,EMS S/A
12232,2024-11-22,2024-12-06,1408,ACETILCISTEINA 20MG/ML XPE 120ML,EMS,ACETILCISTEINA,ACETILCISTEINA (20MG/ML XAROPE FRASCO 120ML),3.65,600,0,4.5,7,EMS S/A
690758,2026-02-27,2026-03-12,5855,CISTEIL 20 MG/ML XPE FR 120ML VD,GEOLAB,ACETILCISTEINA,ACETILCISTEINA (20MG/ML XAROPE FRASCO 120ML),5.65,72,0,5.65,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
690758,2026-02-27,2026-03-12,5856,CISTEIL 40 MG/ML XPE FR VD,GEOLAB,ACETILCISTEINA,ACETILCISTEINA (40MG/ML XAROPE 120 ML) VP,6.45,72,0,6.45,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
12232,2024-11-22,2024-12-06,923,ACETILCISTEINA 40MG/ML XPE 120ML VP,EMS,ACETILCISTEINA,ACETILCISTEINA (40MG/ML XPE 120 ML),5.66,480,156,5.57,7,EMS S/A
690758,2026-02-27,2026-03-12,4733,CISTEIL 600MG GRAN ENV LARANJA,GEOLAB,ACETILCISTEINA,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),0.69,16000,0,0.69,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
91719,2025-09-30,2025-10-14,3196,ACETILCISTEINA 600MG GRAN ENV,EMS,ACETILCISTEINA,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),0.603125,34560,26864,0.59,7,EMS S/A
472294,2022-11-30,2022-12-16,3034,ACETILCISTEINA 600MG GRAN ENV ,GERMED,ACETILCISTEINA,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),0.4375,2880,112,0.61,394,GERMED FARMACEUTICA LTDA
149879,2025-09-16,2025-10-02,5755,HERVIRAX 200MG CX C/500 CP,PHARLAB,ACICLOVIR,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,0.17,28000,0,0.0,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
118788,2024-07-26,2024-08-05,4775,ACICLOVIR 200MG CP,PHARLAB,ACICLOVIR,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,0.236667,16200,0,0.0,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
112308,2024-04-29,2024-05-06,3856,ACICLOVIR 200MG CP,PHARLAB,ACICLOVIR,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,0.284,4500,0,0.26,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
98520,2023-08-30,2023-09-11,3857,ACICLOVIR 50MG/G (5%) BG CREME 10G,PHARLAB,ACICLOVIR,ACICLOVIR 50MG/G (5%) BG CREM 10G,3.4,320,0,0.0,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
2689693,2024-04-30,2024-05-10,144,ACICLOVIR 50MG/G (5%) BG CREM 10G VP,EMS,ACICLOVIR,ACICLOVIR 50MG/G (5%) BG CREM 10G,2.77,784,0,2.77,7,EMS S/A
98520,2023-08-30,2023-09-11,3855,"ACICLOVIR 30MG/G POM OFT 4,5G",PHARLAB,ACICLOVIR,ACICLOVIR 50MG/G (5%) BG CREME 10G,34.85,80,0,0.0,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
17412,2025-09-25,2025-10-07,264,ACICLOVIR 250MG PO LIOF INJ IV 20ML VP,TEUTO,ACICLOVIR SODICO,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),5.745,5000,0,0.0,721,LABORATORIO TEUTO BRASILEIRO S/A
39817,2022-11-25,2022-12-12,1318,ZYNVIR 250MG PO SOL INJ IV 20ML ,FRESENIUS,ACICLOVIR SODICO,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),6.0,1000,4050,6.0,1078,FRESENIUS KABI BRASIL LTDA.
304083,2025-12-08,2025-12-17,4242,ACICLOVIR 250MG PO SOL INJ IV,BLAU,ACICLOVIR SODICO,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),5.8,1350,1500,5.8,172,BLAU FARMACEUTICA S.A.
278379,2024-12-16,2024-12-23,4999,ACICLOVIR 250 MG PO SOL INJ IV CT 5 FA,BLAU,ACICLOVIR SODICO,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),4.6,540,0,0.21,172,BLAU FARMACEUTICA S.A.
45337,2025-11-26,2025-12-12,335,ACICLOVIR 250MG PO LIOF INJ IV 20ML,TEUTO,ACICLOVIR SODICO,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),5.1,5000,0,5.02,721,LABORATORIO TEUTO BRASILEIRO S/A
3032148,2025-02-24,2025-03-11,921,ACIDO ACETILSALICILICO 100MG CP VP,EMS,ACIDO ACETILSALICILICO,ACIDO ACETILSALICILICO (100MG CP) ,0.041667,10080,120,0.04,7,EMS S/A
26081,2025-09-15,2025-10-07,5729,DORMEC 100MG CX/ C 500,IMEC,ACIDO ACETILSALICILICO,ACIDO ACETILSALICILICO (100MG CP) ,0.028,15500,0,0.0,275,IMEC-INDUSTRIA DE MEDICAMENTOS CUSTODIA LTDA
3333,2024-07-31,2024-08-05,441,ACIDO ASCORBICO 100MG/ML INJ IV/IM 5MLVP,HYPOFARMA,ACIDO ASCORBICO,ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,0.76,10200,1600,0.79,720,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
66206,2026-03-30,2026-04-02,4940,BEBEDOURO,USO E CONSUMO,USO E CONSUMO,ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,2099.0,1,5,63.9,1338,LOC TUDO ALUGUEL DE EQUIPAMENTOS LTDA.
354061,2026-01-06,2026-01-13,1353,VITAMINA C 100MG/ML INJ IV 5ML,FARMACE,ACIDO ASCORBICO,ACIDO ASCORBICO (100MG/ML SOL INJ IV AP 5ML),0.8,2000,0,0.7,157,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA
60513,2025-12-05,2025-12-16,1525,IPSILON 50MG/ML(1G) INJ IV 20ML,ZYDUS,ACIDO EPSILON AMINOCAPROICO,ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,21.4,576,11,21.4,1088,ZYDUS NIKKHO FARMACEUTICA LTDA
56189,2025-08-18,2025-08-27,2199,IPSILON 200MG/ML(4G) INJ IV 20ML,ZYDUS,ACIDO EPSILON AMINOCAPROICO,ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,24.5,1152,0,24.5,1088,ZYDUS NIKKHO FARMACEUTICA LTDA
1477747,2024-10-16,2024-10-25,3549,NEO FOLICO 5MG CP VP,HYPERA,ACIDO FOLICO,ACIDO FOLICO (5MG CP REVESTIDO),0.0755,26400,0,0.0,1256,HYPERA SA
2389630,2023-04-14,2023-04-27,4099,"NEUTROFER FOLICO 250+0,2MG/ML SUS OR VP",EMS SIGMA PHARMA,ACIDO FOLICO + GLICINATO FERRICO ,"ACIDO FOLICO + GLICINATO FERRICO (250+0,2MG/ML SUS OR )",36.32,100,0,0.0,1172,SIGMA
211952,2023-11-01,2023-11-09,3062,"ACIDO PERACETICO 0,2% PRONTO USO 5L",RIOQUIMICA,ACIDO PERACETICO,"ACIDO PERACETICO 0,2% PRONTO USO 5L",124.9,12,0,124.9,739,RIOQUIMICA S.A.
2390665,2023-04-15,2023-04-26,3779,ACIDO TRANEXAMICO 250MG CP ,EMS,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (250MG CP),0.6,1152,0,0.6,7,EMS S/A
29097,2023-07-26,2023-08-02,2200,TRANSAMIN 250MG CP,ZYDUS,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (250MG CP),1.2,1440,0,0.9,295,ZYDUS NIKKHO FARMACEUTICA LTDA
3254046,2025-07-25,2025-07-31,117,ACIDO TRANEXAMICO 250MG CP VP,EMS,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (250MG CP),0.808333,7488,2328,0.83,7,EMS S/A
94167,2023-01-25,2023-02-01,362,ACIDO TRANEXAMICO 50MG/ML INJ 5ML,HIPOLABOR,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),4.2,6000,5,4.0,681,HIPOLABOR FARMACEUTICA LTDA
229305,2023-01-19,2023-01-24,1166,ACIDO TRANEXAMICO 50MG/ML INJ 5ML,BLAU,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),2.682,21895,13150,2.68,172,BLAU FARMACEUTICA S.A.
313439,2026-04-30,2026-05-11,4993,ACIDO TRANEXAMICO 50MG/ML INJ IV AMP 5ML,BLAU,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),3.36,1800,0,3.34,172,BLAU FARMACEUTICA S.A.
84521,2025-07-30,2025-08-11,5695,ACIDO TRANEXAMICO 50 MG/ML 5ML SOL INJ,FRESENIUS,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),3.4,5500,0,0.0,1088,ZYDUS NIKKHO FARMACEUTICA LTDA
60513,2025-12-05,2025-12-16,361,TRANSAMIN 50MG/ML INJ 5ML,ZYDUS,ACIDO TRANEXAMICO,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),3.4,10800,105,3.4,1088,ZYDUS NIKKHO FARMACEUTICA LTDA
1466,2026-03-05,2026-03-17,5727,DEPAKENE 250MG,ABBOTT,ACIDO VALPROICO,ACIDO VALPROICO (250MG PC REV),0.22,50000,0,0.22,2269,VERO MEDICAMENTOS LTDA
278539,2026-03-05,2026-03-10,4600,ACLASTA 5MG SOL INJ IV 100ML,SANDOZ,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),665.0,200,0,665.0,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
801567,2025-10-02,2025-10-09,2948,AZENTEX 5MG SOL INJ IV 100ML,CRISTALIA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),460.0,10,0,400.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
212065,2023-12-05,2023-12-13,878,ACLASTA 5MG SOL INJ IV 100ML,SANDOZ,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),665.0,180,0,656.98,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
772406,2025-08-30,2025-10-02,976,ACIDO ZOLEDRONICO 4MG PO INJ IV 5ML VP,CRISTALIA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),35.0,500,0,50.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
2749180,2025-08-29,2025-09-09,1130,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML OL,EUROFARMA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),42.0,428,1286,37.11,460,EUROFARMA LABORATORIOS S.A.
54541,2023-02-27,2023-03-07,168,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,ACCORD,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),24.0,400,0,24.0,8,ACCORD FARMACEUTICA LTDA
313439,2026-04-30,2026-05-11,194,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,BLAU,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),33.405,300,0,39.0,172,BLAU FARMACEUTICA S.A.
2603232,2024-08-05,2024-08-08,4167,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,EUROFARMA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),100.0,100,57,80.0,864,EUROFARMA LABORATORIOS S.A.
360972,2023-03-14,2023-03-20,1829,ZOMETA 4MG SOL INJ IV 100ML,NOVARTIS,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),726.22,6,3,726.22,1166,NOVARTIS BIOCIENCIAS SA
2712849,2025-05-15,2025-05-22,4572,ACIDO ZOLEDRONICO 4MG SOL INF IV10OML OL,EUROFARMA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),65.0,500,861,45.0,460,EUROFARMA LABORATORIOS S.A.
2677910,2025-01-28,2025-02-04,4563,ACIDO ZOLEDRONICO 4MG SOL INF IV 10OML,EUROFARMA ONCO,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),100.0,100,0,100.0,460,EUROFARMA LABORATORIOS S.A.
7070,2023-06-29,2023-06-30,2734,DENSIS 5MG SOL INJ IV BS 100ML,MOMENTA,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (5MG SOL INJ IV BS 100ML) ,790.0,12,0,790.0,406,EUROFARMA LABORATORIOS S.A.
2676,2026-05-25,2026-05-26,4270,DENSIS 5MG SOL INJ IV BS 100ML,MOMENTA,ACIDO ZOLEDRONICO MONOIDRATADO,ACIDO ZOLEDRONICO MONOIDRATADO (5MG SOL INJ IV BS 100ML) ,876.75,12,0,876.75,460,EUROFARMA LABORATORIOS S.A.
261770,2025-06-17,2025-06-27,1389,"HYRIMOZ 40MG/0,8ML INJ SC CAN",SANDOZ,ADALIMUMABE,"ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",1865.0,60,35,1865.0,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
272247,2025-11-14,2025-11-25,3128,"HYRIMOZ 40MG/0,8ML INJ SC SR",SANDOZ,ADALIMUMABE,"ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",909.455,6,39,1725.16,789,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.
17971,2024-06-10,2024-06-11,4566,"HULIO 40MG/0,8ML INJ SC 2SER + 2 LEN ALC",BIOCON BIOLOGICS,ADALIMUMABE,"ADALIMUMABE (40MG/0,8ML INJETAVEL SC 2SER + 2 LEN ALC)",700.02,10,0,0.0,1769,SEMEAR DISTRIBUIDORA LTDA
20308,2025-10-06,2025-10-09,4567,"HULIO 40MG/0,8ML INJ SC 2CAN + 2 LEN ALC",BIOCON BIOLOGICS,ADALIMUMABE,"ADALIMUMABE (40MG/0,8ML INJETAVEL SC 2SER + 2 LEN ALC)",191.0,18,2,388.9,1769,SEMEAR DISTRIBUIDORA LTDA
394632,2024-11-26,2024-12-03,4900,"BELPELE 0,3% GEL 30G",FQM,ADAPALENO,"ADAPALENO (0,3% GEL 30G)",29.4542,50,0,29.45,1202,DIVCOM S/A
