NUM_NOTA,DT_EMISSAO_NOTA,DT_ENTRADA,COD_PRODUTO,DESCRICAO_PRODUTO,MARCA,PRINCIPIO_ATIVO,LINHA_PRODUTO,CUSTO_ENTRADA,QT_ENTRADA,QT_ESTOQUE_ANTERIOR,CUSTO_MED_ANTERIOR,COD_FORNECEDOR,RAZAO_SOCIAL
347609,2025-09-18,2025-09-22,3952,DIMORF 10 MG/ML SOL 60 ML (A1),CRISTALIA,SULFATO DE MORFINA PENTAIDRATADO,SULFATO DE MORFINA PENTAIDRATADO LIQUIDO ( 10 MG/ML SOL 60 ML A1 VP),32.0,50,0,0.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
299194,2025-01-20,2025-01-24,1707,DIMORF 10 MG/ML SOL 60 ML (A1) VP,CRISTALIA,SULFATO DE MORFINA PENTAIDRATADO,SULFATO DE MORFINA PENTAIDRATADO LIQUIDO ( 10 MG/ML SOL 60 ML A1 VP),31.5,50,0,31.5,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
268830,2023-01-27,2023-02-10,1514,"LIDOSPORIN 12.000 UI+45,4 MG/ML OT ",FQM,SULFATO DE POLIMIXINA B+LIDOCAINA,"SULFATO DE POLIMIXINA B+LIDOCAINA LIQUIDO (12.000 UI+45,4 MG/ML OT )",9.8155,40,60,9.82,1202,DIVCOM S/A
119998,2024-09-05,2024-09-12,1344,"SALBUTAMOL 0,5MG/ML SOL INJ IV/IM/SC 1ML",HIPOLABOR,SULFATO DE SALBUTAMOL,"SULFATO DE SALBULTAMOL (0,5MG/ML SOL INJ IV/IM/SC 1ML)",9.0,2000,0,9.0,1133,HIPOLABOR FARMACEUTICA LTDA
154236,2022-11-19,2022-11-28,3630,REGRAIR 100MCG/DOSE SUS AER 200 DOSES VP,GLAXOSMITHKLINE,SULFATO DE SALBUTAMOL,SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,8.419761,10000,0,0.0,1200,GLAXOSMITHKLINE BRASIL LTDA
4504,2024-12-18,2025-01-08,4692,AEROFRIN SPRAY AER 100MCG/DOSE COM 200,PHARMASCIENCE ,SULFATO DE SALBUTAMOL,SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,10.99,5100,10843,11.52,731,PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI
217614,2024-08-16,2024-08-22,4696,AEROLIN 5MG/ML SOL P/NEBUL 10ML,GSK,SULFATO DE SALBUTAMOL,SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,14.744,200,0,14.74,671,GLAXOSMITHKLINE BRASIL LTDA
192280,2023-10-23,2023-10-26,483,AEROLIN 100MCG/DOSE SUS AER 200 DOSES VP,GSK,SULFATO DE SALBUTAMOL,SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,16.68148,1000,228,16.68,671,GLAXOSMITHKLINE BRASIL LTDA
51866,2026-03-27,2026-03-30,3671,AERODINI 100MCG/DOSE AER 200 DOSES VP,TEUTO,SULFATO DE SALBUTAMOL,SULFATO DE SALBUTAMOL (100MCG/DOSE SUS ERA 200 DOSES) ,8.5,4000,213,9.54,721,LABORATORIO TEUTO BRASILEIRO S/A
56247,2024-01-15,2024-01-22,2268,"TERBUTALINA 0,5 MG/ML INJ 1 ML",FRESENIUS,SULFATO DE TERBUTALINA,"SULFATO DE TERBUTALINA INJ (0,5MG/ML 1ML INJ T¿PICO )",1.1,3000,0,2.04,722,FRESENIUS KABI BRASIL LTDA.
136883,2025-09-01,2025-09-16,1315,"TERBUTALINA 0,5 MG/ML 1 ML",HIPOLABOR,SULFATO DE TERBUTALINA,"SULFATO DE TERBUTALINA INJ (0,5MG/ML 1ML INJ T¿PICO )",1.14,8000,0,1.0,681,HIPOLABOR FARMACEUTICA LTDA
3151363,2025-05-26,2025-06-23,146,VITAFER 109 MG CP,EMS,SULFATO FERROSO,SULFATO FERROSO (109MG COMPRIMIDO),0.0968,24000,0,0.08,7,EMS S/A
2602098,2024-02-20,2024-02-26,4221,VITAFER 109 MG CP VP,EMS,SULFATO FERROSO,SULFATO FERROSO (109MG COMPRIMIDO),0.0968,6000,0,0.08,7,EMS S/A
7495,2025-11-03,2025-11-05,5770,ANEMIFER® 40MG 600 CP,PHARMASCIENCE ,SULFATO FERROSO,SULFATO FERROSO (109MG COMPRIMIDO),0.042,86400,0,0.0,731,PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI
21495,2023-05-23,2023-06-05,4149,SULFERBEL 5 MG/ML XPE 100 ML,BELFAR,SULFATO FERROSO,SULFATO FERROSO (5MG/ML XPE 100ML),1.749967,300,0,0.0,400,BELFAR LIMITADA
5447,2026-02-05,2026-02-25,5771,IMECALCIO 1250,IMEC SUPLEMENTOS NUTIVIT SUPLEMENTOS,SUPLEMENTO ALIMENTAR,SUPLEMENTO ALIMENTAR ,0.083333,22800,0,0.08,2278,NUTIVIT SUPLEMENTOS ALIMENTARES LTDA
4856,2025-09-29,2025-10-20,5765,COMPLEXO B COMPRIMIDOS,IMEC SUPLEMENTOS NUTIVIT SUPLEMENTOS,COMPLEXO B,SUPLEMENTO ALIMENTAR ,0.065,1050,0,0.0,2278,NUTIVIT SUPLEMENTOS ALIMENTARES LTDA
312178,2025-03-20,2025-04-04,5409,BENORMAL POLIVITAMINICO CP REVESTIDO,CRISTALIA,SUPLEMENTO ALIMENTAR,SUPLEMENTO ALIMENTAR ,0.13,8000,0,0.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
348159,2024-03-28,2024-04-05,3125,CARTIGEN C II CP,FQM,COLAGENO,"SUPLEMENTO ALIMENTAR COM COLAGENO TIPO II, VITAMINA D, COBRE, MANGANES E ZINCO (COMPRIMIDO)",0.921033,900,0,0.98,1202,DIVCOM S/A
348802,2024-03-28,2024-04-09,4308,COGNI MAIS CP,FQM,SUPLEMENTO ALIMENTAR,"SUPLEMENTO ALIMENTAR COM SILICIO, CISTEINA, FERRO, ZINCO, BIOTINA E VITAMINA D (COMPRIMIDO) ",0.648,300,120,0.71,1202,DIVCOM S/A
404893,2025-02-17,2025-02-25,4960,EXIMIA FORTALIZE S 30 COMP,FQM,COLAGENO,"SUPLEMENTO ALIMENTAR COM SILICIO, CISTEINA, FERRO, ZINCO, BIOTINA E VITAMINA D (COMPRIMIDO) ",1.97685,1800,0,1.98,1202,DIVCOM S/A
404893,2025-02-17,2025-02-25,4961,EXIMIA FORTALIZE S CPR BL C 30,FQM,COLAGENO,"SUPLEMENTO ALIMENTAR COM SILICIO, CISTEINA, FERRO, ZINCO, BIOTINA E VITAMINA D (COMPRIMIDO) ",2.2242,1800,0,2.22,1202,DIVCOM S/A
404893,2025-02-17,2025-02-25,4959,EXIMIA FORT KERA D CPR BL C 30,FQM,COLAGENO,"SUPLEMENTO ALIMENTAR COM SILICIO, CISTEINA, FERRO, ZINCO, BIOTINA E VITAMINA D (COMPRIMIDO) ",1.83075,3000,0,1.83,1202,DIVCOM S/A
385108,2024-10-09,2024-10-16,3739,CARTIGEN C OR SACHE,FQM,COLAGENO,"SUPLEMENTO VITAMINICO COM COLAGENO, VITAMINA C, HIBISCOS E SABDARIFFA (SACHE 12 GRAMAS) ",2.428583,600,8760,2.2,1202,DIVCOM S/A
24695,2024-05-10,2024-05-24,4487,SUPORTE COLETOR PERFUROCORTANTE 7L,DESCARBOX,PRODUTOS PARA SAUDE,SUPORTE PARA COLETOR,17.82,10,0,17.82,709,DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA
24695,2024-05-10,2024-05-24,4486,SUPORTE COLETOR PERFUROCORTANTE 3L,DESCARBOX,PRODUTOS PARA SAUDE,SUPORTE PARA COLETOR,16.19,5,0,16.19,709,DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA
31351,2025-09-18,2025-09-23,4488,SUPORTE COLETOR PERFUROCORTANTE 13L,DESCARBOX,PRODUTOS PARA SAUDE,SUPORTE PARA COLETOR,19.01,20,0,19.01,709,DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA
124828,2023-05-31,2023-06-05,4129,"GLICENIX 2,30G SUPOSITORIO ADULTO",LABORATORIO GLOBO,GLICEROL,SUPOSITORIO ADULTO DE GLICERINA C (2392MG ENVELOPE PLASTICO),0.698333,912,0,0.0,1218,LABORATORIO GLOBO SA
127775,2024-08-27,2024-09-02,4722,"GLYCELAX PEDIATRICO 1,37G",PHARMASCIENCE ,GLICERINA,SUPOSITORIO LACTENTE DE GLICERINA C (920MG ENVELOPE PLASTICO),0.866667,960,0,0.0,731,PHARMASCIENCE INDUSTRIA FARMACEUTICA EIRELI
2334125,2022-12-28,2023-01-12,134,"GLICERIN 0,828G SUP PED",EMS,GLICEROL,SUPOSITORIO LACTENTE DE GLICERINA C (920MG ENVELOPE PLASTICO),0.5,1728,0,0.5,7,EMS S/A
112043,2025-04-29,2025-05-06,1986,SWAB COLETA AMOSTRA HASTE PLASTICA EST,CRAL,PRODUTOS PARA SAUDE,SWAB,0.1266,2000,0,0.12,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
102904,2024-11-28,2024-12-06,1985,SWAB COLETA TRANSPORTE STUART EST,CRAL,PRODUTOS PARA SAUDE,SWAB,1.24978,2000,100,1.26,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
3548,2026-03-31,2026-04-08,4443,TACROLIMO 1MG CAP,CAMBER,TACROLIMO MONOIDRATADO,TACROLIMO SOLIDO ( 1MG CAP),1.04,6000,0,1.04,1436,CAMBER FARMACEUTICA LTDA
3122086,2025-04-29,2025-05-09,2660,TACROLIL 1MG CAP,EMS,TACROLIMO,TACROLIMO SOLIDO ( 1MG CAP),2.0,10800,10200,2.1,7,EMS S/A
2376165,2023-03-20,2023-03-23,3999,TACROLIL 1MG CAP VP,EMS,TACROLIMO,TACROLIMO SOLIDO ( 1MG CAP),2.2,10800,0,0.0,7,EMS S/A
1378,2023-08-22,2023-08-24,3349,TACROFORT 1MG CAP,CAMBER,TACROLIMO,TACROLIMO SOLIDO ( 1MG CAP),0.0,0,4000,2.67,1436,CAMBER FARMACEUTICA LTDA
112043,2025-04-29,2025-05-06,1987,TAMPA PRESSAO INT P/TUBO CONICO PP 18010,CRAL,PRODUTOS PARA SAUDE,TAMPA PRESSAO INT P/TUBO CONICO PP 18010,0.055,10000,0,0.06,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
91759,2024-06-18,2024-06-24,1922,TAMPA PRESSAO INT P/TUBO ENSAIO 12X75,CRAL,PRODUTOS PARA SAUDE,TAMPA PRESSAO INT P/TUBO ENSAIO 12X75,0.034938,7000,3000,0.04,1175,CRAL ARTIGOS PARA LABORATORIO LTDA
368741,2023-11-08,2023-11-14,712,TAMPA VEDANTE FEMEA ESTERIL,DESCARPACK,PRODUTOS PARA SAUDE,TAMPA VEDANTE FEMEA ESTERIL,0.113577,9600,0,0.11,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
367818,2023-10-30,2023-11-14,710,TAMPA VEDANTE MACHO ESTERIL,DESCARPACK,PRODUTOS PARA SAUDE,TAMPA VEDANTE MACHO ESTERIL,0.11356,9600,7600,0.11,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
401902,2024-09-09,2024-09-17,907,TAMPA VEDANTE MACHO/FEMEA,DESCARPACK,PRODUTOS PARA SAUDE,TAMPA VEDANTE MACHO/FEMEA,0.131141,9600,0,0.13,348,DESCARPACK DESCARTAVEIS DO BRASIL LTDA
56189,2025-08-18,2025-08-27,3138,"TANSULOSINA 0,4 MG CP",ZYDUS,TANSULOSINA,"TANSULOSINA  ( 0,4MG CP) LIB PROL ",0.483,1050,0,0.49,1088,ZYDUS NIKKHO FARMACEUTICA LTDA
59925,2024-05-09,2024-05-22,3306,PALEXIS LP 50 MG (A1),GRUNENTHAL,TAPENTADOL,TAPENTADOL SOLIDO (50MG COMPRIMIDO) A1,2.044583,1800,0,0.0,1430,GRUNENTHAL DO BRASIL FARMACEUTICA LTDA
1380832,2024-03-15,2024-03-22,4435,BRIMONIDINA+TIMOLOL 2+5MG/ML 5ML ,NEO QUIMICA,TARTARATO DE BRIMONIDINA+MALEATO DE TIMOLOL,TARTARATO BRIMONIDINA + MALEATO TIMOLOL ( 2+5MG/ML SOLUCAO OFTALMICA 5ML),19.31998,500,313,18.0,1256,HYPERA SA
585966,2024-07-24,2024-07-30,417,BRIMONIDINA 2 MG/ML SOL OFT 5 ML,GEOLAB,TARTARATO DE BRIMONIDINA,"TARTARATO DE BRIMONIDINA (2,0MG/ML SOL OFT FR GOTAS 5ML)",3.2,5000,1001,3.5,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
616427,2025-01-31,2025-02-07,4824,ALPHABIN 2 MG/ML SOL OFT 5 ML,GEOLAB,TARTARATO DE BRIMONIDINA,"TARTARATO DE BRIMONIDINA (2,0MG/ML SOL OFT FR GOTAS 5ML)",3.26,5000,296,3.26,238,GEOLAB INDUSTRIA FARMACEUTICA S/A
1296727,2023-08-28,2023-09-05,3720,BRIMONIDINA 2 MG/ML SOL OFT 5 ML VP,NEO QUIMICA,TARTARATO DE BRIMONIDINA,"TARTARATO DE BRIMONIDINA (2,0MG/ML SOL OFT FR GOTAS 5ML)",50.06,2100,11026,9.34,1256,HYPERA SA
680231,2025-08-30,2025-10-01,4651,BRIXAG 2MG+5MG C/5ML SOL LEGRAND OFTA,LEGRAND OFTA,TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL,"TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL (2+5)MG/ML SOL OFT FR PLAS X 2,5ML",9.318,10000,400,9.32,392,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA
2717,2025-07-19,2025-07-25,5179,TARBET 1MG/ML SOL INJ IV 5ML,TEUTO,TARTARATO DE METOPROLOL,TARTARATO DE METOPROLOL (1MG/ML SOL INJ IV 5ML),11.2365,2000,0,0.0,721,LABORATORIO TEUTO BRASILEIRO S/A
421749,2024-09-18,2024-09-25,2185,BECA 1MG/ML SOL INJ IV 5ML ,HALEX ISTAR,TARTARATO DE METOPROLOL,TARTARATO DE METOPROLOL (1MG/ML SOL INJ IV AMP 5ML),14.5,700,505,14.5,597,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
351908,2025-10-10,2025-10-14,9,BETACRIS 1MG/ML INJ IV 5ML VP,CRISTALIA,TARTARATO DE METOPROLOL,TARTARATO DE METOPROLOL (1MG/ML SOL INJ IV AMP 5ML),13.5,600,60,13.44,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
43633,2025-09-30,2025-10-03,5615,NAVELBINE 30MG CAP MOLE,BLANVER,VINORELBINA,TARTARATO DE VINORELBINA 20MG/ CÁPSULA MOLE,146.471207,1500,0,146.56,2190,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
43511,2025-09-15,2025-09-24,5609,NAVELBINE 20MG/CX/C / 1 CÁPSULA MOLE,BLANVER,HEMITARTARATO DE VINORELBINA,TARTARATO DE VINORELBINA 20MG/ CÁPSULA MOLE,97.653767,300,434,97.65,2190,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
700666,2023-02-28,2023-03-13,1113,TEIPLAN 200 MG PO INJ IV/IM C/DIL 3ML,UNIAO QUIMICA,TEICOPLANINA,TEICOPLANINA  ( 200MG 3ML FA IV/IM ),33.0,200,2,37.63,163,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
343153,2025-08-29,2025-09-10,1313,BACTOMAX 200MG PO INJ IV/IM C/DIL 3ML VP,CRISTALIA,TEICOPLANINA,TEICOPLANINA  ( 200MG 3ML FA IV/IM ),28.0,200,0,28.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
2738480,2025-07-30,2025-08-08,340,TEICOPLANINA 400MG PO INJ IV/IM ,EUROFARMA,TEICOPLANINA,TEICOPLANINA INJETAVEL  (400MG 20ML IV/IM PO SOL INJ),45.0,400,0,40.0,460,EUROFARMA LABORATORIOS S.A.
84521,2025-07-30,2025-08-11,2844,KOPLAN 400MG PO INJ IV/IM 20ML,FRESENIUS,TEICOPLANINA,TEICOPLANINA INJETAVEL  (400MG 20ML IV/IM PO SOL INJ),37.0,1000,0,34.0,969,FRESENIUS KABI BRASIL LTDA.
750740,2023-07-19,2023-07-28,240,TEIPLAN 400 MG PO INJ IV/IM C/DIL 3ML,UNIAO QUIMICA,TEICOPLANINA,TEICOPLANINA INJETAVEL ( 400MG PO LIOF SOL INJ FA VD TRANS 3ML),44.0,200,0,0.0,171,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
323996,2025-05-27,2025-06-02,55,BACTOMAX 400MG PO INJ IV/IM C/DIL 3ML VP,CRISTALIA,TEICOPLANINA,TEICOPLANINA INJETAVEL (400MG PO LIOF SOL INJ FA VD TRANS 3ML),35.0,400,70,35.0,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
33031,2025-08-29,2025-09-22,5451,VALPROATO DE SODIO 500MG CP REV (C1),BIOLAB,VALPROATO DE SODIO,TELMISARTANA (40MG COMPRIMIDO),0.5256,15600,0,0.5,1191,BIOLAB SANUS FARMACEUTICA LTDA
2565721,2024-06-11,2024-06-17,1151,TEMOZOLOMIDA 100MG CAP FR,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA  (100MG CAP DURA),40.4,100,15,40.4,864,EUROFARMA LABORATORIOS S.A.
2718746,2025-05-30,2025-06-10,4183,TEMOZOLOMIDA 100MG CAP FR OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA  (100MG CAP DURA),35.0,500,35,30.0,460,EUROFARMA LABORATORIOS S.A.
3548,2026-03-31,2026-04-08,5424,MOZ 100MG CAP FR,CAMBER,TEMOZOLOMIDA,TEMOZOLOMIDA  (100MG CAP DURA),24.0,300,0,24.0,1436,CAMBER FARMACEUTICA LTDA
286579,2025-05-14,2025-05-16,4640,TEMOZOLOMIDA 140MG CAP FR,BLAU,TEMOZOLOMIDA,TEMOZOLOMIDA (140MG CAP DURA),72.45,50,0,92.4,172,BLAU FARMACEUTICA S.A.
2758654,2025-09-26,2025-10-01,4200,TEMOZOLOMIDA 140MG CAP FR OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (140MG CAP DURA),188.0,20,30,140.0,460,EUROFARMA LABORATORIOS S.A.
792796,2025-09-23,2025-10-03,5752,MELAZTE 140MG /5 CÁPSULAS,CRISTALIA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (140MG CAP DURA),48.0,15,0,0.0,1748,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
2594604,2024-07-22,2024-07-26,2443,TEMOZOLOMIDA 140MG CAP FR,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (140MG CAP DURA),184.8,10,0,210.0,1162,EUROFARMA LABORATORIOS S.A.
2948,2025-10-07,2025-10-10,5425,MOZ 140MG CAP FR,CAMBER,TEMOZOLOMIDA,TEMOZOLOMIDA (140MG CAP DURA),62.0,15,0,0.0,1436,CAMBER FARMACEUTICA LTDA
2456656,2024-01-19,2024-01-23,1150,TEMOZOLOMIDA 20MG CAP FR,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (20MG CAP DURA ),19.4,100,35,19.4,864,EUROFARMA LABORATORIOS S.A.
288277,2025-06-03,2025-06-11,4637,TEMOZOLOMIDA 20MG CAP FR,BLAU,TEMOZOLOMIDA,TEMOZOLOMIDA (20MG CAP DURA ),0.7,100,0,10.5,172,BLAU FARMACEUTICA S.A.
2712724,2025-05-15,2025-05-22,4192,TEMOZOLOMIDA 20MG CAP FR OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (20MG CAP DURA ),18.0,500,385,14.0,460,EUROFARMA LABORATORIOS S.A.
3088,2025-11-10,2025-11-18,5423,MOZ 20MG CAP FR,CAMBER,TEMOZOLOMIDA,TEMOZOLOMIDA (20MG CAP DURA ),11.000003,1000,0,11.0,1436,CAMBER FARMACEUTICA LTDA
2182431,2022-11-18,2022-12-02,1240,TEMOZOLOMIDA 250MG CAP FR,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (250MG CAP DURA),359.6,5,20,373.61,864,EUROFARMA LABORATORIOS S.A.
792796,2025-09-23,2025-10-03,5753,MELAZTE 250MG /5 CÁPSULAS,CRISTALIA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (250MG CAP DURA),84.0,15,0,0.0,1748,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
3088,2025-11-10,2025-11-18,5426,MOZ 250MG CAP FR,CAMBER,TEMOZOLOMIDA,TEMOZOLOMIDA (250MG CAP DURA),54.999933,25,0,0.0,1436,CAMBER FARMACEUTICA LTDA
2759702,2025-09-29,2025-10-08,4202,TEMOZOLOMIDA 250MG CAP FR OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (250MG CAP DURA),206.0,15,5,130.0,460,EUROFARMA LABORATORIOS S.A.
2488713,2024-03-04,2024-03-08,1149,TEMOZOLOMIDA 5MG CAP FR,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),10.4,50,35,10.4,864,EUROFARMA LABORATORIOS S.A.
288277,2025-06-03,2025-06-11,4641,TEMOZOLOMIDA 5MG CAP FR,BLAU,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),1.89,50,0,3.18,172,BLAU FARMACEUTICA S.A.
792796,2025-09-23,2025-10-03,5751,MELAZTE 100MG - 5 CÁPSULAS,CRISTALIA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),22.0,500,0,0.0,1748,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
792796,2025-09-23,2025-10-03,5750,MELAZTE  20MG 5 CÁPSULAS,CRISTALIA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),10.0,500,0,0.0,1748,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
2712724,2025-05-15,2025-05-22,4195,TEMOZOLOMIDA 5MG CAP OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),10.0,500,5,9.0,460,EUROFARMA LABORATORIOS S.A.
20680,2025-08-20,2025-08-29,5155,TEMOZOLOMIDA 5MG CAP FR,SUN PHARMA,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),12.26359,195,0,7.08,973,SUN FARMACEUTICA DO BRASIL LTDA
792796,2025-09-23,2025-10-03,5749,MELAZTE 5MG 5 CÁPSULAS,CRISTALIA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA (5MG CAP DURA),0.000807,2787450,0,0.0,1748,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
23578,2025-12-19,2025-12-30,5158,TEMOZOLOMIDA 100MG CAP FR,SUN PHARMA,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (100MG 42ML PO LIOF IV),24.47885,200,0,27.71,973,SUN FARMACEUTICA DO BRASIL LTDA
23375,2025-12-15,2025-12-22,5156,TEMOZOLOMIDA 20MG CAP FR,SUN PHARMA,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (100MG 42ML PO LIOF IV),10.396,45,100,15.66,973,SUN FARMACEUTICA DO BRASIL LTDA
22154,2025-10-22,2025-10-29,5159,TEMOZOLOMIDA 140MG CAP FR,SUN PHARMA,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (100MG 42ML PO LIOF IV),58.512,45,80,68.43,973,SUN FARMACEUTICA DO BRASIL LTDA
22154,2025-10-22,2025-10-29,5160,TEMOZOLOMIDA 250MG CAP FR,SUN PHARMA,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (100MG 42ML PO LIOF IV),91.307913,115,0,85.31,973,SUN FARMACEUTICA DO BRASIL LTDA
2779769,2025-11-28,2025-12-03,4201,TEMOZOLOMIDA 180MG CAP OL,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (180MG CP/CAP/PO) ORAL,240.0,15,10,150.0,460,EUROFARMA LABORATORIOS S.A.
2549365,2024-05-21,2024-05-29,3916,TEMOZOLOMIDA 180MG CAP,EUROFARMA ONCO,TEMOZOLOMIDA,TEMOZOLOMIDA SOLIDO (180MG CP/CAP/PO) ORAL,240.0,5,5,208.0,460,EUROFARMA LABORATORIOS S.A.
2815077,2026-03-26,2026-04-02,5874,TENOXICAM 40MG VO LIOF INJ C/DIL 2ML VP,EUROFARMA,TENOXICAM,TENOCXICAM 40MG,7.4,2500,0,0.0,460,EUROFARMA LABORATORIOS S.A.
2213127,2023-01-17,2023-01-25,317,TENOXICAM 20MG PO LIOF INJ ,EUROFARMA,TENOXICAM,TENOXICAM  (200MG /PO LIOF INJ),8.0,3500,12600,7.39,406,EUROFARMA LABORATORIOS S.A.
343153,2025-08-29,2025-09-10,79,TENOXICAM 20MG PO LIOF INJ C/DIL 2ML VP,CRISTALIA,TENOXICAM,TENOXICAM  (200MG /PO LIOF INJ),5.8,3600,400,5.85,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
2815077,2026-03-26,2026-04-02,4310,TENOXICAM 20MG PO LIOF INJ ,EUROFARMA,TENOXICAM,TENOXICAM  (200MG /PO LIOF INJ),5.2,5000,0,6.0,460,EUROFARMA LABORATORIOS S.A.
758264,2023-08-02,2023-08-08,242,TEFLAN 20MG PO LIOF INJ,UNIAO QUIMICA,TENOXICAM,TENOXICAM  (200MG /PO LIOF INJ),6.2,1300,0,7.51,163,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
3316821,2025-08-30,2025-09-08,155,TENOXICAM 20MG CP,EMS,TENOXICAM,TENOXICAM (20MG CP REV ORAL) ,0.63,4800,7920,0.62,7,EMS S/A
2462709,2023-07-20,2023-07-25,3859,TENOXICAM 20MG CP VP,EMS,TENOXICAM,TENOXICAM (20MG CP REV ORAL) ,0.481,960,0,0.24,7,EMS S/A
1633139,2025-08-17,2025-08-26,5642,TENOXICAM 20MG,HYPERA,TENOXICAM,TENOXICAM (20MG CP REV ORAL) ,0.424,1170,940,0.42,1755,HYPERA S.A.
149879,2025-09-16,2025-10-02,5758,OXALATO DE ESCITALOPRAM 10MG/ CX. C/ 30,PHARLAB,ESCITALOPRAM,TENOXICAM (20MG CP REV ORAL) ,0.133,13500,0,0.0,1134,PHARLAB INDUSTRIA FARMACEUTICA S.A
275390,2024-09-28,2024-10-09,68,TENOXICAM 40MG PO LIOF INJ C/DIL 2ML VP,CRISTALIA,TENOXICAM,TENOXICAM INJETAVEL (40MG 2ML PO LIOF INJ ),8.8,2400,250,10.8,4,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
685672,2022-12-30,2023-01-04,244,TEFLAN 40MG PO LIOF INJ,UNIAO QUIMICA,TENOXICAM,TENOXICAM INJETAVEL (40MG 2ML PO LIOF INJ ),9.6,2500,7000,9.6,171,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
489684,2025-08-28,2025-09-10,5693,TESTE BIOLOGICO 00135 PACOTE B&D PLUS,3M,PRODUTOS PARA SAUDE,TESTE BIOLOGICO 00135 PACOTE B&D PLUS (PT),30.48,30,0,0.0,2205,3M DO BRASIL LTDA
