cod_produto,desc_unimed,linha_produto,principio_ativo,best_cod_item,best_desc_global,sim_desc,sim_linha,best_sim,sim_bin
273,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML VP"," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",FOSFATO DISSODICO DE DEXAMETASONA,87065,ondansetrona 2 mg/ml sol inj 2 ml amp,0.7671232876712328,0.7605633802816901,0.7671232876712328,0.7-0.8
3304,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML "," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",FOSFATO DISSODICO DE DEXAMETASONA,87065,ondansetrona 2 mg/ml sol inj 2 ml amp,0.7428571428571429,0.7605633802816901,0.7605633802816901,0.7-0.8
1010,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML"," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",FOSFATO DISSODICO DE DEXAMETASONA,87065,ondansetrona 2 mg/ml sol inj 2 ml amp,0.7428571428571429,0.7605633802816901,0.7605633802816901,0.7-0.8
445,"DEXAMETASONA 4MG/ML SOL INJ 2,5ML"," DEXAMETASONA (4MG/ML SOLUCAO INJETAVEL 2,5ML) ",FOSFATO DISSODICO DE DEXAMETASONA,87065,ondansetrona 2 mg/ml sol inj 2 ml amp,0.7428571428571429,0.7605633802816901,0.7605633802816901,0.7-0.8
5247,ABAIXADOR LINGUA NAO ESTERIL INDIVIDUAL,ABAIXADOR LINGUA NAO ESTERIL,PRODUTOS PARA SAUDE,107287,avental estéril individual (capote),0.6027397260273972,0.3548387096774194,0.6027397260273972,0.6-0.7
2126,ABAIXADOR LINGUA NÃO ESTERIL INDIVIDUAL,ABAIXADOR LINGUA NAO ESTERIL,PRODUTOS PARA SAUDE,107287,avental estéril individual (capote),0.6027397260273972,0.3548387096774194,0.6027397260273972,0.6-0.7
1821,ABAIXADOR LINGUA NAO ESTERIL,ABAIXADOR LINGUA NAO ESTERIL,PRODUTOS PARA SAUDE,87444,abaixador de lingua em madeira (pct c/100),0.5797101449275363,0.5797101449275363,0.5797101449275363,0.5-0.6
4292,ABAIXADOR LINGUA NAO ESTERIL,ABAIXADOR LINGUA NAO ESTERIL,PRODUTOS PARA SAUDE,87444,abaixador de lingua em madeira (pct c/100),0.5797101449275363,0.5797101449275363,0.5797101449275363,0.5-0.6
1554,ACEBROFILINA 10MG/ML XPE 120ML ADULTO,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),ACEBROFILINA,83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.7901234567901234,0.7804878048780488,0.7901234567901234,0.7-0.8
2913,ACEBROFILINA 10MG/ML XPE 120ML AD,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),ACEBROFILINA,83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.7272727272727273,0.7804878048780488,0.7804878048780488,0.7-0.8
4837,ACEBROFILINA 10MG/ML XPE 120ML ADULTO,ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),ACEBROFILINA,83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.7901234567901234,0.7804878048780488,0.7901234567901234,0.7-0.8
962,ACEBROFILINA 5MG/ML XPE 120ML PED,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),ACEBROFILINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.7567567567567568,0.6829268292682927,0.7567567567567568,0.7-0.8
4838,ACEBROFILINA 5MG/ML XPE 120ML PEDIÁTRICO,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),ACEBROFILINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.691358024691358,0.6829268292682927,0.691358024691358,0.6-0.7
2914,ACEBROFILINA 5MG/ML XPE 120ML PED,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),ACEBROFILINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.7567567567567568,0.6829268292682927,0.7567567567567568,0.7-0.8
132,ACEBROFILINA 5MG/ML XPE 120ML PED,ACEBROFILINA (5MG/ML XAROPE 120ML PEDIATRICO),ACEBROFILINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.7567567567567568,0.6829268292682927,0.7567567567567568,0.7-0.8
5142,ACETATO DE ABIRATERONA 250MG CP,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),ACETATO DE ABIRATERONA,83639,acetazolamida 250 mg com,0.6428571428571429,0.631578947368421,0.6428571428571429,0.6-0.7
2904,ABIRATERONA 250MG CP ADULTO USO ORAL IMP,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),ACETATO DE ABIRATERONA,83639,acetazolamida 250 mg com,0.4,0.631578947368421,0.631578947368421,0.6-0.7
4293,ABMETHA 250MG CP ADULTO VIA ORAL,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),ACETATO DE ABIRATERONA,83639,acetazolamida 250 mg com,0.49122807017543857,0.631578947368421,0.631578947368421,0.6-0.7
4923,ABIRATERONA 250MG CP ADULTO VIA ORAL,ACETATO DE ABIRATERONA (250MG COMPRIMIDO),ACETATO DE ABIRATERONA,83639,acetazolamida 250 mg com,0.4262295081967213,0.631578947368421,0.631578947368421,0.6-0.7
4886,ABIRATERONA 500MG ADULTO VIA ORAL,ACETATO DE ABIRATERONA (500MG CPR REV ) ,ACETATO DE ABIRATERONA,106817,capecitabina 500 mg com rev,0.5,0.676923076923077,0.676923076923077,0.6-0.7
1143,MATIZ 250MG CP ADULTO VIA ORAL OL,ACETATO DE ABIRATERONA (500MG CPR REV ) ,ACETATO DE ABIRATERONA,106817,capecitabina 500 mg com rev,0.45901639344262296,0.676923076923077,0.676923076923077,0.6-0.7
4169,MATIZ 250MG CP BLISTER,ACETATO DE ABIRATERONA (500MG CPR REV ) ,ACETATO DE ABIRATERONA,106817,capecitabina 500 mg com rev,0.56,0.676923076923077,0.676923076923077,0.6-0.7
466,CIPROTERONA 50MG CP SIMPLES VIA ORAL,ACETATO DE CIPROTERONA (50 MG COM CT BL AL PLAS TRANS X 20),ACETATO DE CIPROTERONA,86626,ciprofloxacino 500 mg com rev,0.5757575757575758,0.4367816091954023,0.5757575757575758,0.5-0.6
1483,"DESMOPRESSINA 0,1MG/ML SOL NAS SPR 2,5ML","ACETATO DE DESMOPRESSINA (0,1MG/ML SOL NAS FR SPRAY 2,5ML)",ACETATO DE DESMOPRESSINA,86687,desmopressina 4 mcg/ml sol inj amp 1 ml,0.7848101265822784,0.6458333333333334,0.7848101265822784,0.7-0.8
864,"LECTRUM 7,50MG PO LIOF INJ C/SR C/DIL","ACETATO DE LEUPRORRELINA (7,50MG PO LIOF SUS INJ FA + AMP DIL 1,5ML + SER 2 AGU)",ACETATO DE LEUPRORRELINA,86955,meropenem 500 mg po liof inj fa,0.6176470588235294,0.4716981132075472,0.6176470588235294,0.6-0.7
464,FEMIGESTROL 160MG CP,ACETATO DE MEGESTROL (160MG COMPRIMIDO SIMPLES ADULTO) ,ACETATO DE MEGESTROL,106816,everolimo 10 mg com ,0.7,0.4307692307692308,0.7,0.6-0.7
1356,PREDI-MEDROL 40MG/ML INJ 2ML,ACETATO DE METILPREDNISOLONA (40MG/ML SOL INJ IM/INTRASSINOVIAL/INTRALESIONAL/INTRARETAL FA 2ML),ACETATO DE METILPREDNISOLONA,113736,propofol 10mg/ml sol inj fa 20ml,0.6333333333333333,0.4094488188976378,0.6333333333333333,0.6-0.7
496,"SANDOSTATIN 0,5MG/ML SOL INJ IV/SC 1ML","ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.6292134831460674,0.7647058823529411,0.7647058823529411,0.7-0.8
515,"SANDOSTATIN 0,05MG/ML SOL INJ IV/SC 1ML","ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.6222222222222222,0.7647058823529411,0.7647058823529411,0.7-0.8
5188,"SANDOSTATIN 0,05MG/ML SOL INJ IV/SC 1ML","ACETATO DE OCTREOTIDA (0,05MG/ML SOL INJ IV AMP 1ML) ",ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.6222222222222222,0.7647058823529411,0.7647058823529411,0.7-0.8
5075,"SANDOSTATIN 0,1MG/ML INJ IV/SC 1ML","ACETATO DE OCTREOTIDA (0,1MG/ML SOL INJ IV AMP 1 ML)",ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.5647058823529412,0.7843137254901961,0.7843137254901961,0.7-0.8
495,"SANDOSTATIN 0,1MG/ML INJ IV/SC 1ML  IMP","ACETATO DE OCTREOTIDA (0,1MG/ML SOL INJ IV AMP 1 ML)",ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.5393258426966292,0.7843137254901961,0.7843137254901961,0.7-0.8
498,SANDOSTATIN 20MG PO INJ IM C/SER DIL 2ML,ACETATO DE OCTREOTIDA (20MG PO SUS INJ IM + 1 SER DIL 2ML),ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.5054945054945055,0.6226415094339622,0.6226415094339622,0.6-0.7
499,SANDOSTATIN 30MG PO INJ SER DIL 2ML IMP,ACETATO DE OCTREOTIDA (30MG PO SUS INJ IM + 1 SER DIL 2ML),ACETATO DE OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.5111111111111111,0.6415094339622641,0.6415094339622641,0.6-0.7
5100,SANDOSTATIN 30MG PO INJ /SER DIL 2ML NAC,ACETATO DE OCTREOTIDA (30MG PO SUS INJ IM + 1 SER DIL 2ML),OCTREOTIDA,86335,cetorolaco de trometamina 30 mg/ml sol inj amp 1 ml,0.5111111111111111,0.6415094339622641,0.6415094339622641,0.6-0.7
3895,TERGLY 1MG PO LIOF SOL INJ ,ACETATO DE TERLIPRESSINA (1MG PO LIOF SOL INJ IV FA),ACETATO DE TERLIPRESSINA,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.4827586206896552,0.6428571428571429,0.6428571428571429,0.6-0.7
1436,FLUCISTEIN 100MG/ML INJ IV/INAL 3ML,ACETILCISTEINA (100MG/ML SOL INJ USO INTRAVENOSO/INALAT¿RIO AMPOLA 3ML),ACETILCISTEINA,83640,acetilcisteina 100 mg/ml sol inj amp 3 ml,0.7105263157894737,0.7289719626168224,0.7289719626168224,0.7-0.8
4734,CISTEIL 200MG GRAN ENV LARANJA,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA),ACETILCISTEINA,83642,acetilcisteina 200 mg gran env,0.7,0.6666666666666666,0.7,0.6-0.7
2819,ACETILCISTEINA 200MG GRAN ENV LARANJA,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA),ACETILCISTEINA,83642,acetilcisteina 200 mg gran env,0.8656716417910447,0.6666666666666666,0.8656716417910447,0.8-0.9
174,ACETILCISTEINA 200MG GRAN ENV LARANJA VP,ACETILCISTEINA (200MG GRANULADO ENVELOPE 5G SABOR LARANJA) VP,ACETILCISTEINA,83642,acetilcisteina 200 mg gran env,0.8285714285714286,0.651685393258427,0.8285714285714286,0.8-0.9
1408,ACETILCISTEINA 20MG/ML XPE 120ML,ACETILCISTEINA (20MG/ML XAROPE FRASCO 120ML),ACETILCISTEINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.8767123287671232,0.8888888888888888,0.8888888888888888,0.8-0.9
5855,CISTEIL 20 MG/ML XPE FR 120ML VD,ACETILCISTEINA (20MG/ML XAROPE FRASCO 120ML),ACETILCISTEINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.821917808219178,0.8888888888888888,0.8888888888888888,0.8-0.9
5856,CISTEIL 40 MG/ML XPE FR VD,ACETILCISTEINA (40MG/ML XAROPE 120 ML) VP,ACETILCISTEINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.6865671641791045,0.8831168831168831,0.8831168831168831,0.8-0.9
923,ACETILCISTEINA 40MG/ML XPE 120ML VP,ACETILCISTEINA (40MG/ML XPE 120 ML),ACETILCISTEINA,83641,acetilcisteína 20 mg/ml xpe fr 120 ml ped,0.868421052631579,0.88,0.88,0.8-0.9
4733,CISTEIL 600MG GRAN ENV LARANJA,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),ACETILCISTEINA,86407,acetilcisteína 600 mg gran env,0.7,0.6666666666666666,0.7,0.6-0.7
3196,ACETILCISTEINA 600MG GRAN ENV,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),ACETILCISTEINA,86407,acetilcisteína 600 mg gran env,0.9830508474576272,0.6666666666666666,0.9830508474576272,0.9-1.0
3034,ACETILCISTEINA 600MG GRAN ENV ,ACETILCISTEINA (600MG GRANULADO ENVELOPE 5G SABOR LARANJA),ACETILCISTEINA,86407,acetilcisteína 600 mg gran env,0.9830508474576272,0.6666666666666666,0.9830508474576272,0.9-1.0
5755,HERVIRAX 200MG CX C/500 CP,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,ACICLOVIR,86408,aciclovir 200 mg com,0.5531914893617021,0.7755102040816326,0.7755102040816326,0.7-0.8
4775,ACICLOVIR 200MG CP,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,ACICLOVIR,86408,aciclovir 200 mg com,0.9743589743589743,0.7755102040816326,0.9743589743589743,0.9-1.0
3856,ACICLOVIR 200MG CP,ACICLOVIR (200MG COMPRIMIDO USO ORAL) ,ACICLOVIR,86408,aciclovir 200 mg com,0.9743589743589743,0.7755102040816326,0.9743589743589743,0.9-1.0
3857,ACICLOVIR 50MG/G (5%) BG CREME 10G,ACICLOVIR 50MG/G (5%) BG CREM 10G,ACICLOVIR,86411, aciclovir 50 mg/g cr derm bg 10 g,0.75,0.7619047619047619,0.7619047619047619,0.7-0.8
144,ACICLOVIR 50MG/G (5%) BG CREM 10G VP,ACICLOVIR 50MG/G (5%) BG CREM 10G,ACICLOVIR,86411, aciclovir 50 mg/g cr derm bg 10 g,0.7272727272727273,0.7619047619047619,0.7619047619047619,0.7-0.8
3855,"ACICLOVIR 30MG/G POM OFT 4,5G",ACICLOVIR 50MG/G (5%) BG CREME 10G,ACICLOVIR,86411, aciclovir 50 mg/g cr derm bg 10 g,0.6774193548387096,0.75,0.75,0.7-0.8
264,ACICLOVIR 250MG PO LIOF INJ IV 20ML VP,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),ACICLOVIR SODICO,87102,parecoxibe sódico 40 mg po liof inj fa,0.5789473684210527,0.6987951807228916,0.6987951807228916,0.6-0.7
1318,ZYNVIR 250MG PO SOL INJ IV 20ML ,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),ACICLOVIR SODICO,87102,parecoxibe sódico 40 mg po liof inj fa,0.43478260869565216,0.6987951807228916,0.6987951807228916,0.6-0.7
4242,ACICLOVIR 250MG PO SOL INJ IV,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),ACICLOVIR SODICO,86409,aciclovir 250 mg inj fa,0.7692307692307693,0.6470588235294118,0.7692307692307693,0.7-0.8
4999,ACICLOVIR 250 MG PO SOL INJ IV CT 5 FA,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),ACICLOVIR SODICO,86409,aciclovir 250 mg inj fa,0.7540983606557377,0.6470588235294118,0.7540983606557377,0.7-0.8
335,ACICLOVIR 250MG PO LIOF INJ IV 20ML,ACICLOVIR SODICO (250MG PO LIOF SOL INJ IV FA),ACICLOVIR SODICO,87102,parecoxibe sódico 40 mg po liof inj fa,0.6027397260273972,0.6987951807228916,0.6987951807228916,0.6-0.7
921,ACIDO ACETILSALICILICO 100MG CP VP,ACIDO ACETILSALICILICO (100MG CP) ,ACIDO ACETILSALICILICO,86412, acido acetilsalicilico 100 mg com ,0.9411764705882353,0.9696969696969697,0.9696969696969697,0.9-1.0
5729,DORMEC 100MG CX/ C 500,ACIDO ACETILSALICILICO (100MG CP) ,ACIDO ACETILSALICILICO,86412, acido acetilsalicilico 100 mg com ,0.4444444444444444,0.9696969696969697,0.9696969696969697,0.9-1.0
441,ACIDO ASCORBICO 100MG/ML INJ IV/IM 5MLVP,ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,ACIDO ASCORBICO,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.8048780487804879,0.9024390243902439,0.9024390243902439,0.9-1.0
4940,BEBEDOURO,ACIDO ASCORBICO (100MG/ML SOL INJ AP 5ML) ,USO E CONSUMO,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.1568627450980392,0.9024390243902439,0.9024390243902439,0.9-1.0
1353,VITAMINA C 100MG/ML INJ IV 5ML,ACIDO ASCORBICO (100MG/ML SOL INJ IV AP 5ML),ACIDO ASCORBICO,86421,acido ascorbico 100 mg/ml sol inj 5 ml amp,0.5833333333333334,0.8705882352941177,0.8705882352941177,0.8-0.9
1525,IPSILON 50MG/ML(1G) INJ IV 20ML,ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,ACIDO EPSILON AMINOCAPROICO,86417,acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),0.55,0.78,0.78,0.7-0.8
2199,IPSILON 200MG/ML(4G) INJ IV 20ML,ACIDO EPSILON AMINOCAPROICO (20PCC SOL INJ FA 20ML) ,ACIDO EPSILON AMINOCAPROICO,86417,acido aminocaproico 200 mg/ml sol inj fa 20 ml (4g),0.41975308641975306,0.78,0.78,0.7-0.8
3549,NEO FOLICO 5MG CP VP,ACIDO FOLICO (5MG CP REVESTIDO),ACIDO FOLICO,86426,acido folico 5 mg com,0.7619047619047619,0.7692307692307693,0.7692307692307693,0.7-0.8
4099,"NEUTROFER FOLICO 250+0,2MG/ML SUS OR VP","ACIDO FOLICO + GLICINATO FERRICO (250+0,2MG/ML SUS OR )",ACIDO FOLICO + GLICINATO FERRICO ,83656,claritromicina 50 mg/ml sus or fr 60 ml,0.5641025641025641,0.5555555555555556,0.5641025641025641,0.5-0.6
3062,"ACIDO PERACETICO 0,2% PRONTO USO 5L","ACIDO PERACETICO 0,2% PRONTO USO 5L",ACIDO PERACETICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5-0.6
3779,ACIDO TRANEXAMICO 250MG CP ,ACIDO TRANEXAMICO (250MG CP),ACIDO TRANEXAMICO,86428,acido tranexamico 250 mg com,0.9818181818181818,0.9642857142857143,0.9818181818181818,0.9-1.0
2200,TRANSAMIN 250MG CP,ACIDO TRANEXAMICO (250MG CP),ACIDO TRANEXAMICO,86428,acido tranexamico 250 mg com,0.723404255319149,0.9642857142857143,0.9642857142857143,0.9-1.0
117,ACIDO TRANEXAMICO 250MG CP VP,ACIDO TRANEXAMICO (250MG CP),ACIDO TRANEXAMICO,86428,acido tranexamico 250 mg com,0.9310344827586207,0.9642857142857143,0.9642857142857143,0.9-1.0
362,ACIDO TRANEXAMICO 50MG/ML INJ 5ML,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),ACIDO TRANEXAMICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.868421052631579,0.9047619047619048,0.9047619047619048,0.9-1.0
1166,ACIDO TRANEXAMICO 50MG/ML INJ 5ML,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),ACIDO TRANEXAMICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.868421052631579,0.9047619047619048,0.9047619047619048,0.9-1.0
4993,ACIDO TRANEXAMICO 50MG/ML INJ IV AMP 5ML,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),ACIDO TRANEXAMICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.891566265060241,0.9047619047619048,0.9047619047619048,0.9-1.0
5695,ACIDO TRANEXAMICO 50 MG/ML 5ML SOL INJ,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),ACIDO TRANEXAMICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.8395061728395061,0.9047619047619048,0.9047619047619048,0.9-1.0
361,TRANSAMIN 50MG/ML INJ 5ML,ACIDO TRANEXAMICO (50MG/ML SOL INJ IV 5ML),ACIDO TRANEXAMICO,86429,acido tranexamico 50 mg/ml sol inj amp 5 ml,0.6764705882352942,0.9047619047619048,0.9047619047619048,0.9-1.0
5727,DEPAKENE 250MG,ACIDO VALPROICO (250MG PC REV),ACIDO VALPROICO,86419,acido aminocaproico 500 mg com,0.3181818181818182,0.6779661016949152,0.6779661016949152,0.6-0.7
4600,ACLASTA 5MG SOL INJ IV 100ML,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,86433,ácido zoledrônico 5 mg/100 ml sol inj fa 100 ml aclasta,0.5301204819277109,0.7872340425531915,0.7872340425531915,0.7-0.8
2948,AZENTEX 5MG SOL INJ IV 100ML,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,86433,ácido zoledrônico 5 mg/100 ml sol inj fa 100 ml aclasta,0.5542168674698795,0.7872340425531915,0.7872340425531915,0.7-0.8
878,ACLASTA 5MG SOL INJ IV 100ML,ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,86433,ácido zoledrônico 5 mg/100 ml sol inj fa 100 ml aclasta,0.5301204819277109,0.7872340425531915,0.7872340425531915,0.7-0.8
976,ACIDO ZOLEDRONICO 4MG PO INJ IV 5ML VP,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.5904761904761905,0.7313432835820896,0.7313432835820896,0.7-0.8
1130,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML OL,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6226415094339622,0.7313432835820896,0.7313432835820896,0.7-0.8
168,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6213592233009708,0.7313432835820896,0.7313432835820896,0.7-0.8
194,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6213592233009708,0.7313432835820896,0.7313432835820896,0.7-0.8
4167,ACIDO ZOLEDRONICO 4MG SOL INJ IV 5ML,ACIDO ZOLEDRONICO MONOIDRATADO (4MG PO LIOFILO PARA SOLUCAO INJETAVELJ IV 5ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6213592233009708,0.7313432835820896,0.7313432835820896,0.7-0.8
1829,ZOMETA 4MG SOL INJ IV 100ML,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.48936170212765956,0.8235294117647058,0.8235294117647058,0.8-0.9
4572,ACIDO ZOLEDRONICO 4MG SOL INF IV10OML OL,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6355140186915887,0.8235294117647058,0.8235294117647058,0.8-0.9
4563,ACIDO ZOLEDRONICO 4MG SOL INF IV 10OML,ACIDO ZOLEDRONICO MONOIDRATADO (4MG SOL INJ IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.6285714285714286,0.8235294117647058,0.8235294117647058,0.8-0.9
2734,DENSIS 5MG SOL INJ IV BS 100ML,ACIDO ZOLEDRONICO MONOIDRATADO (5MG SOL INJ IV BS 100ML) ,ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.4742268041237113,0.819672131147541,0.819672131147541,0.8-0.9
4270,DENSIS 5MG SOL INJ IV BS 100ML,ACIDO ZOLEDRONICO MONOIDRATADO (5MG SOL INJ IV BS 100ML) ,ACIDO ZOLEDRONICO MONOIDRATADO,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,0.4742268041237113,0.819672131147541,0.819672131147541,0.8-0.9
1389,"HYRIMOZ 40MG/0,8ML INJ SC CAN","ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",ADALIMUMABE,92889,"adalimumabe 40 mg/ 0,4 ml sol inj caneta 0,4 ml humira ac ",0.4878048780487805,0.8041237113402062,0.8041237113402062,0.8-0.9
3128,"HYRIMOZ 40MG/0,8ML INJ SC SR","ADALIMUMABE (40 MG/0,8ML SOL INJ SC X 0,8 ML)",ADALIMUMABE,92889,"adalimumabe 40 mg/ 0,4 ml sol inj caneta 0,4 ml humira ac ",0.49382716049382713,0.8041237113402062,0.8041237113402062,0.8-0.9
4566,"HULIO 40MG/0,8ML INJ SC 2SER + 2 LEN ALC","ADALIMUMABE (40MG/0,8ML INJETAVEL SC 2SER + 2 LEN ALC)",ADALIMUMABE,104233,"adalimumabe 20 mg/ 0,2 ml sol inj ser preenc humira ",0.5454545454545454,0.6534653465346535,0.6534653465346535,0.6-0.7
4567,"HULIO 40MG/0,8ML INJ SC 2CAN + 2 LEN ALC","ADALIMUMABE (40MG/0,8ML INJETAVEL SC 2SER + 2 LEN ALC)",ADALIMUMABE,104233,"adalimumabe 20 mg/ 0,2 ml sol inj ser preenc humira ",0.45454545454545453,0.6534653465346535,0.6534653465346535,0.6-0.7
4900,"BELPELE 0,3% GEL 30G","ADAPALENO (0,3% GEL 30G)",ADAPALENO,92857,blephagel 40g,0.5625,0.45714285714285713,0.5625,0.5-0.6
2875,TUBO COLETA SANGUE VACUO EDTA 4ML,ADAPTADOR P/ AGULHA COLETA A VACUO,PRODUTOS PARA SAUDE,108158,adaptador 22mmp/dos oral e pet r28 - batoque,0.26666666666666666,0.5066666666666667,0.5066666666666667,0.5-0.6
4864,LOWE 3MG/ML SOL INJ IV 2ML,ADENOSINA (3MG/ML SOL INJ IV 2ML),ADENOSINA,86435,adenosina 3 mg/ml sol inj amp 2 ml,0.7,0.8787878787878788,0.8787878787878788,0.8-0.9
