cod_produto,desc_unimed,linha_produto,principio_ativo,best_cod_item,best_desc_global,sim_desc,sim_linha,best_sim,sim_bin
396,IMUSSUPREX 50MG CP,AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),AZATIOPRINA,87052,olanzapina 5 mg com rev,0.42857142857142855,0.7037037037037037,0.7037037037037037,0.7-0.8
5415,IMUNEN 50MG CP,AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),AZATIOPRINA,87052,olanzapina 5 mg com rev,0.5263157894736842,0.7037037037037037,0.7037037037037037,0.7-0.8
4360,AZITROMICINA 500MG CP,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.8979591836734694,0.7123287671232876,0.8979591836734694,0.8-0.9
4025,AZITROMICINA 500MG CP,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.8979591836734694,0.7123287671232876,0.8979591836734694,0.8-0.9
4634,AZITROPHAR 500 MG COM REV CT,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.8,0.7123287671232876,0.8,0.7-0.8
1109,AZITROPHAR 500MG CP,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.723404255319149,0.7123287671232876,0.723404255319149,0.7-0.8
5760,AZITROPHAR 500MG CX C/500 CP,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.5357142857142857,0.7123287671232876,0.7123287671232876,0.7-0.8
5068,AZITROMICINA 500MG COMPRIMIDO REVESTIDO,AZITROMICINA DI-HIDRATADA (500MG COMPRIMIDO REVESTIDO) ,AZITROMICINA DI-HIDRATADA,86499,azitromicina 500 mg com rev,0.8813559322033898,0.7123287671232876,0.8813559322033898,0.8-0.9
1960,ASTRO 500MG PO LIOF SOL INJ IV,AZITROMICINA DI-HIDRATADA (500MG PO LIOF SOL INFUS IV FA) ,AZITROMICINA DI-HIDRATADA,86500,azitromicina 500 mg po liof inj fa,0.71875,0.7111111111111111,0.71875,0.7-0.8
5762,AZITROPHAR 900MG - PO P/ SUSPENSAO C/ 50,AZITROMICINA DI-HIDRATADA (900MG PO LIOF SOL INFUS FA),AZITROMICINA DI-HIDRATADA,86500,azitromicina 500 mg po liof inj fa,0.5428571428571428,0.7126436781609196,0.7126436781609196,0.7-0.8
1275,AZITROMICINA 500MG PO LIOF SOL INJ IV VP,AZITROMICINA DI-HIDRATADA (900MG PO LIOF SOL INFUS FA),AZITROMICINA DI-HIDRATADA,86500,azitromicina 500 mg po liof inj fa,0.8378378378378378,0.7126436781609196,0.8378378378378378,0.8-0.9
5761,AZITROPHAR 600MG - PO P/ SUSPENSAO C/ 50,AZITROMICINA DI-HIDRATADA (900MG PO LIOF SOL INFUS FA),AZITROMICINA DI-HIDRATADA,86500,azitromicina 500 mg po liof inj fa,0.5428571428571428,0.7126436781609196,0.7126436781609196,0.7-0.8
1497,AZTREONAM 1G PO INJ IM/IV VP,"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",AZTREONAM,86501,aztreonam 1 g po liof inj fa,0.7142857142857143,0.875,0.875,0.8-0.9
4382,AZANEM 1G PO INJ IV/IM,"AZTREONAM (1,0G PO LIOF INJ IV/IM FA)",AZTREONAM,86501,aztreonam 1 g po liof inj fa,0.6,0.875,0.875,0.8-0.9
3474,AZUL DE CRESIL BRILHANTE 100ML,AZUL DE CRESIL BRILHANTE 100ML,PRODUTO PARA LABORATORIO,87709,azul de metileno 1% amp 5 ml,0.5614035087719298,0.5614035087719298,0.5614035087719298,0.5-0.6
942,NEOMICINA+BACITRACINA 5MG+250UI/G POM,BACITRACINA ZINCICA+SULFATO DE NEOMICINA TOPICO (5MG+250UI/G BG POM),BACITRACINA ZINCICA+SULFATO DE NEOMICINA,87022,neomicina + bacitracina 5 mg/g + 250 ui/g pom derm bg 15g,0.8222222222222222,0.4666666666666667,0.8222222222222222,0.8-0.9
4145,NEOMICINA+BACITRACINA 5MG+250UI/G POM10G,BACITRACINA ZINCICA+SULFATO DE NEOMICINA TOPICO (5MG+250UI/G BG POM),BACITRACINA ZINCICA+SULFATO DE NEOMICINA,87022,neomicina + bacitracina 5 mg/g + 250 ui/g pom derm bg 15g,0.8387096774193549,0.4666666666666667,0.8387096774193549,0.8-0.9
3845,NEOMICINA+BACITRACINA 5MG+250UI/G POM VP,BACITRACINA ZINCICA+SULFATO DE NEOMICINA TOPICO (5MG+250UI/G BG POM),BACITRACINA ZINCICA+SULFATO DE NEOMICINA,87022,neomicina + bacitracina 5 mg/g + 250 ui/g pom derm bg 15g,0.8172043010752689,0.4666666666666667,0.8172043010752689,0.8-0.9
3670,BACLOFEN 10MG CP VP,BACLOFENO SOLIDO (CP/CAP/PO) ORAL,BACLOFENO,86502,baclofeno 10 mg com,0.8717948717948718,0.5490196078431373,0.8717948717948718,0.8-0.9
3054,BANHO LEITO-TOALHA UMED ANTISSEPTICA TNT,BANHO LEITO-TOALHA UMED ANTISSEPTICA TNT,PRODUTOS PARA SAUDE,87848,prontosan solução anti-septica 350 ml ,0.4675324675324675,0.4675324675324675,0.4675324675324675,<0.5
3802,BARREIRA PROTETORA- RIODERM PROTECTION,BARREIRA PROTETORA- RIODERM PROTECTION,PRODUTOS PARA SAUDE,92718,protetor auricular tipo concha,0.5074626865671642,0.5074626865671642,0.5074626865671642,0.5-0.6
3039,BENLYSTA 120MG PO LIOF INJ IV,BELIMUMABE (120MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),BELIMUMABE,87231,tenoxicam 20 mg po liof inj fa,0.711864406779661,0.5675675675675675,0.711864406779661,0.7-0.8
3041,BENLYSTA 200MG SOL INJ SC SER 1 ML,BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),BELIMUMABE,86324,certolizumabe pegol 200 mg/ml sol inj ser 1 ml cimzia,0.5977011494252874,0.6808510638297872,0.6808510638297872,0.6-0.7
3040,BENLYSTA 400MG PO LIOF INJ IV,BELIMUMABE (400MG PO LIOFILO PARA SOLUCAO INJETAVEL IV),BELIMUMABE,87232,tenoxicam 40 mg po liof inj fa,0.711864406779661,0.5675675675675675,0.711864406779661,0.7-0.8
277,BEPEBEN 1.200.000 UI PO INJ IM,BENZILPENICILINA BENZATINA (300.000UI/ML SUS INJ IM FA 4ML),PENICILINA G BENZATINA,86508,benzilpenicilina benzatina 1.200.000 ui sus inj im fa 4 ml benzetacil,0.48484848484848486,0.8503937007874016,0.8503937007874016,0.8-0.9
315,BENZETACIL 1.200.000UI INJ IM 4ML,BENZILPENICILINA BENZATINA (300.000UI/ML SUS INJ IM FA 4ML),BENZILPENICILINA BENZATINA,86508,benzilpenicilina benzatina 1.200.000 ui sus inj im fa 4 ml benzetacil,0.19607843137254902,0.8503937007874016,0.8503937007874016,0.8-0.9
204,ARICILINA 5.000.000UI PO IM/IV,BENZILPENICILINA POTASSICA (5.000.000UI PO INJ IM/IV FA) ,BENZILPENICILINA POTASSICA,86509,benzilpenicilina potássica 5.000.000 ui sol inj fa,0.6,0.8952380952380953,0.8952380952380953,0.8-0.9
205,PENKARON 400.000UI INJ IM,BENZILPENICILINA PROCAINA+BENZILPENICILINA POTASSICA ( 400.000UI INJ IM),BENZILPENICILINA PROCAINA+BENZILPENICILINA POTASSICA,86509,benzilpenicilina potássica 5.000.000 ui sol inj fa,0.5066666666666667,0.6666666666666666,0.6666666666666666,0.6-0.7
5644,NESINA 25MG CP,BENZOATO DE ALOGLIPTINA,BENZOATO DE ALOGLIPTINA,87051,"olanzapina 2,5 mg com",0.7222222222222222,0.3181818181818182,0.7222222222222222,0.7-0.8
1373,ALPRAZOLAM 2MG CP (B1),BENZODIAZEP¿NICOS SOLIDO (CP/CAP/PO)ORAL,ALPRAZOLAM,86456,alprazolam 2 mg com,0.8780487804878049,0.27586206896551724,0.8780487804878049,0.8-0.9
4147,FLAGIMAX 40 MG/ML SUS OR 100 ML,BENZOILMETRONIDAZOL (40 MG/ML SUSPENS¿O ORAL 100ML),BENZOILMETRONIDAZOL,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.631578947368421,0.851063829787234,0.851063829787234,0.8-0.9
169,BENZOILMETRONIDAZOL 40MG/ML SUS OR 120ML,BENZOILMETRONIDAZOL (40 MG/ML SUSPENS¿O ORAL 120ML),BENZOILMETRONIDAZOL,86510,benzoilmetronidazol 40 mg/ml sus or fr 120 ml,0.9411764705882353,0.8723404255319149,0.9411764705882353,0.9-1.0
148,ANLODIPINO 10MG CP,BESILATO DE ANLODIPINO (10MG CPR SIMPLES),BESILATO DE ANLODIPINO,86482,anlodipino 10 mg com,0.9743589743589743,0.6229508196721312,0.9743589743589743,0.9-1.0
4339,ANLODIPINO 10MG CP,BESILATO DE ANLODIPINO (10MG CPR SIMPLES),BESILATO DE ANLODIPINO,86482,anlodipino 10 mg com,0.9743589743589743,0.6229508196721312,0.9743589743589743,0.9-1.0
3545,ANLODIPINO 10MG CP VP,BESILATO DE ANLODIPINO (10MG CPR SIMPLES),BESILATO DE ANLODIPINO,86482,anlodipino 10 mg com,0.9047619047619048,0.6229508196721312,0.9047619047619048,0.9-1.0
3553,ANLODIPINO 5MG CP,BESILATO DE ANLODIPINO (5MG CPR SIMPLES),BESILATO DE ANLODIPINO,86483,anlodipino 5 mg com,0.972972972972973,0.6101694915254238,0.972972972972973,0.9-1.0
3578,ANLODIPINO 5MG CP VP,BESILATO DE ANLODIPINO (5MG CPR SIMPLES),BESILATO DE ANLODIPINO,86483,anlodipino 5 mg com,0.9,0.6101694915254238,0.9,0.8-0.9
5624,"TRIPLIXAM 10,0 + 2,5 + 5,0 CP",BESILATO DE ANLODIPINO (5MG CPR SIMPLES),PERINDOPRIL ARGININA,86724,divalproato de sodio 250 mg com rev,0.29508196721311475,0.6133333333333333,0.6133333333333333,0.6-0.7
925,ANLODIPINO 5MG CP,BESILATO DE ANLODIPINO (5MG CPR SIMPLES),BESILATO DE ANLODIPINO,86483,anlodipino 5 mg com,0.972972972972973,0.6101694915254238,0.972972972972973,0.9-1.0
5093,ANLODIPINO 5 MG CP,BESILATO DE ANLODIPINO (5MG CPR SIMPLES),ANLODIPINO,86483,anlodipino 5 mg com,1.0,0.6101694915254238,1.0,0.9-1.0
5674,"NOVANLO 2,5MG CP",BESILATO DE ANLODIPINO SOLIDO (CP/CAP/PO) ORAL,LEVANLODIPINO,86488,atenolol 25 mg com,0.7428571428571429,0.31746031746031744,0.7428571428571429,0.7-0.8
1280,"TRACUR 10MG/ML SOL INJ IV 2,5ML VP","BESILATO DE ATRACURIO (10MG/ML SOL INJ IV 2,5ML)",BESILATO DE ATRACURIO,87267,tramadol 50 mg/ml sol inj amp 2 ml,0.7058823529411765,0.6172839506172839,0.7058823529411765,0.7-0.8
3771,TRACUR 10MG/ML SOL INJ IV 5ML VP,BESILATO DE ATRACURIO (10MG/ML SOL INJ IV AMPOLA 5ML),BESILATO DE ATRACURIO,87238,tiamina 100 mg/ml sol inj 1 ml amp,0.7272727272727273,0.5783132530120482,0.7272727272727273,0.7-0.8
2509,CIS 2MG/ML SOL INJ IV 10ML VP,BESILATO DE CISATRACURIO (2MG/ML SOL INJ IV AMP 10ML) ,BESILATO DE CISATRACURIO,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.6153846153846154,0.7128712871287128,0.7128712871287128,0.7-0.8
2505,CIS 2MG/ML SOL INJ IV 5ML VP,BESILATO DE CISATRACURIO INJETAVEL (2MG/ML SOL INJ IV AMP 5ML),BESILATO DE CISATRACURIO,86769,escopolamina 20 mg/ml sol inj 1 ml amp,0.696969696969697,0.5454545454545454,0.696969696969697,0.6-0.7
4610,CLORIDRATO DE SOTALOL 160 MG COM CT BL,"BETABLOQUEADORES (160MG COMPRIMIDO) 
",CLORIDRATO DE SOTALOL,86502,baclofeno 10 mg com,0.49122807017543857,0.6521739130434783,0.6521739130434783,0.6-0.7
4899,ABEVMY 25 MG/ML SOL INFU IV 16 ML,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),BEVACIZUMABE,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.7142857142857143,0.5656565656565656,0.7142857142857143,0.7-0.8
4565,ABEVMY 25 MG/ML SOL INFU IV 16 ML IMP,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),BEVACIZUMABE,86609,haloperidol 5 mg/ml sol inj amp 1 ml im,0.6842105263157895,0.49504950495049505,0.6842105263157895,0.6-0.7
5437,SIMBEVA 25MG/ML SOL INFUS IV FA 16ML,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16 ML),BEVACIZUMABE,86732,dopamina 5 mg/ml sol inj iv amp 10 ml,0.684931506849315,0.5656565656565656,0.684931506849315,0.6-0.7
4564,ABEVMY 25 MG/ML SOL INFU IV 4 ML IMP,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML),BEVACIZUMABE,87066,ondansetrona 2 mg/ml sol inj 4 ml amp,0.684931506849315,0.46938775510204084,0.684931506849315,0.6-0.7
5812,VEGZELMA 100 MG/4 ML25 MG/ML SOL DIL INF,BEVACIZUMABE (25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML),BEVACIZUMABE,112383,guselcumabe 200 mg sol dil infus fa 20 ml - tremfya,0.5168539325842697,0.6181818181818182,0.6181818181818182,0.6-0.7
4180,BICALUTAMIDA 50MG CP OL,BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),BICALUTAMIDA,102396,nexium 20mg comprimido revestido,0.5306122448979592,0.7368421052631579,0.7368421052631579,0.7-0.8
1132,BICALUTAMIDA 50MG CP,BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),BICALUTAMIDA,83639,acetazolamida 250 mg com,0.7555555555555555,0.6071428571428571,0.7555555555555555,0.7-0.8
1251,BICALUTAMIDA 50MG CP,BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),BICALUTAMIDA,83639,acetazolamida 250 mg com,0.7555555555555555,0.6071428571428571,0.7555555555555555,0.7-0.8
4127,BICALUTAMIDA 50MG CP,BICALUTAMIDA (50MG COMPRIMIDO REVESTIDO),BICALUTAMIDA,83639,acetazolamida 250 mg com,0.7555555555555555,0.6071428571428571,0.7555555555555555,0.7-0.8
2897,BICARBONATO DE SODIO 84MG/ML INJ IV250ML,BICARBONATO DE SODIO (84MG/ML SOL INJ IV FRASCO SISTEMA FECHADO 250ML),BICARBONATO DE SODIO,86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",0.7912087912087912,0.6833333333333333,0.7912087912087912,0.7-0.8
5432,BICARBONATO DE SODIO 84MG/ML INJ IV250ML,BICARBONATO DE SODIO (84MG/ML SOL INJ IV FRASCO SISTEMA FECHADO 250ML),BICARBONATO DE SODIO,86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",0.7912087912087912,0.6833333333333333,0.7912087912087912,0.7-0.8
436,BICARBONATO DE SODIO 84MG/ML INJ 250MLVP,BICARBONATO DE SODIO (84MG/ML SOL INJ IV FRASCO SISTEMA FECHADO 250ML),BICARBONATO DE SODIO,86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",0.7912087912087912,0.6833333333333333,0.7912087912087912,0.7-0.8
1310,BICARBONATO DE SODIO 84MG/ML INJ IV 10ML,BICARBONATO DE SODIO INJETAVEL (84MG/ML SOL INJ IV AMP 10ML),BICARBONATO DE SODIO,86523,"bicarbonato de sodio 8,4% (84 mg/ml) sol inj amp 10 ml",0.8351648351648352,0.8363636363636363,0.8363636363636363,0.8-0.9
5708,ALEKTOS CPR 20MG X 30,BILASTINA,DIMENIDRINATO+PIRIDOXINA+GLICOSE+FRUTOSE,83793,papel ecg 80mm x 30,0.5365853658536586,0.07142857142857142,0.5365853658536586,0.5-0.6
3823,"GLAMIGAN RC 0,1MG/ML SOL OFT 3ML","BIMATOPROSTA (0,1MG/ML SOLUCAO OFTALMICA FRASCO GOTEJADOR 3ML)",BIMATOPROSTA,87252,tobramicina 3 mg/ml sol oft 5 ml,0.6875,0.4946236559139785,0.6875,0.6-0.7
3171,"GLAMIGAN 0,3MG/ML SOL OFT 3ML VP","BIMATOPROSTA (0,3MG/ML SOLUCAO OFTALMICA FRASCO GOTEJADOR 3ML)",BIMATOPROSTA,87252,tobramicina 3 mg/ml sol oft 5 ml,0.6875,0.4946236559139785,0.6875,0.6-0.7
525,"GLAMIGAN 0,3MG/ML SOL OFT 3ML","BIMATOPROSTA (0,3MG/ML SOLUCAO OFTALMICA FRASCO GOTEJADOR 3ML)",BIMATOPROSTA,87252,tobramicina 3 mg/ml sol oft 5 ml,0.7213114754098361,0.4946236559139785,0.7213114754098361,0.7-0.8
3824,"GLAMIGAN MT 0,3+5MG/ML SOL OFT 3ML","BIMATOPROSTA LIQUIDO (0,3+5MG/ML SOL OFT 3ML) OFTALMICO ",BIMATOPROSTA+MALEATO DE TIMOLOL,87252,tobramicina 3 mg/ml sol oft 5 ml,0.696969696969697,0.5882352941176471,0.696969696969697,0.6-0.7
3170,PLESONAX 5MG CP,BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),BISACODIL,86852,prednisona 5 mg com,0.8,0.3142857142857143,0.8,0.7-0.8
1393,CLOPIDOGREL 75MG CP VP,BISSULFATO DE CLOPIDOGREL (150MCG/ML SOL INJ 1ML),BISSULFATO DE CLOPIDOGREL,86643,clopidogrel 75 mg com rev,0.9166666666666666,0.4931506849315068,0.9166666666666666,0.9-1.0
4514,CLOPIDOGREL 75MG CP,BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),BISSULFATO DE CLOPIDOGREL,86643,clopidogrel 75 mg com rev,0.8888888888888888,0.7,0.8888888888888888,0.8-0.9
1562,CLOPIDOGREL 75MG CP VP,BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),BISSULFATO DE CLOPIDOGREL,86643,clopidogrel 75 mg com rev,0.9166666666666666,0.7,0.9166666666666666,0.9-1.0
4357,CLOPIDOGREL 75MG CP,BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),BISSULFATO DE CLOPIDOGREL,86643,clopidogrel 75 mg com rev,0.8888888888888888,0.7,0.8888888888888888,0.8-0.9
1157,CLOPIDOGREL 75MG CP,BISSULFATO DE CLOPIDOGREL (75MG COMPRIMIDO),BISSULFATO DE CLOPIDOGREL,86643,clopidogrel 75 mg com rev,0.8888888888888888,0.7,0.8888888888888888,0.8-0.9
4272,BLOOD STOP-CURATIVO REDONDO AD BEGE,BLOOD STOP-CURATIVO REDONDO AD BEGE,PRODUTOS PARA SAUDE,84230,curativo redondo antiseptico rl c/ 500 und,0.5,0.5,0.5,<0.5
4273,BLOOD STOP-CURATIVO REDONDO AD BRANCO,BLOOD STOP-CURATIVO REDONDO AD BRANCO,PRODUTOS PARA SAUDE,84230,curativo redondo antiseptico rl c/ 500 und,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5-0.6
752,BOLSA COLOSTOMIA 63MM SACO PLASTICO200ML,BOLSA COLOSTOMIA / ILEOSTOMIA,PRODUTOS PARA SAUDE,92785,bolsa colostomia sensura mio (ref: 10451),0.5316455696202531,0.6363636363636364,0.6363636363636364,0.6-0.7
721,BOLSA COLOSTOMIA 30MM SACO PLASTICO200ML,BOLSA COLOSTOMIA 30MM SACO PLASTICO200ML,PRODUTOS PARA SAUDE,92785,bolsa colostomia sensura mio (ref: 10451),0.5316455696202531,0.5316455696202531,0.5316455696202531,0.5-0.6
751,BOLSA COLOSTOMIA 50MM SACO PLASTICO200ML,BOLSA COLOSTOMIA 50MM SACO PLASTICO200ML,PRODUTOS PARA SAUDE,92785,bolsa colostomia sensura mio (ref: 10451),0.5316455696202531,0.5316455696202531,0.5316455696202531,0.5-0.6
3524,"BORTYZ 3,5MG PO LIOF INJ IV/SC","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,86620,hidrocortisona 500 mg po liof sol inj fa,0.5714285714285714,0.6506024096385542,0.6506024096385542,0.6-0.7
4197,"ELOME 3,5 MG PO LIOF INJ IV/SC OL","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,86620,hidrocortisona 500 mg po liof sol inj fa,0.5205479452054794,0.6506024096385542,0.6506024096385542,0.6-0.7
4454,"BORTEZOMIBE 3,5MG PO LIOF INJ IV/SC","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,86620,hidrocortisona 500 mg po liof sol inj fa,0.56,0.6506024096385542,0.6506024096385542,0.6-0.7
472,"MIELOCADE 3,5MG PO LIOF INJ IV/SC","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,87156,remifentanila 2 mg po liof inj fa,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6-0.7
2966,"BORMIB 3,5MG PO LIOF INJ IV/SC VP","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,86620,hidrocortisona 500 mg po liof sol inj fa,0.547945205479452,0.6506024096385542,0.6506024096385542,0.6-0.7
3311,"ELOME 3,5MG PO LIOF INJ IV/SC","BORTEZOMIBE (3,5MG PO LIOF SOL INJ IV/SC FA)",BORTEZOMIBE,87232,tenoxicam 40 mg po liof inj fa,0.6779661016949152,0.6301369863013698,0.6779661016949152,0.6-0.7
1614,BROMAZEPAM 3MG CP (B1) VP,BROMAZEPAM (3MG COMPRIMIDO SIMPLES) B1,BROMAZEPAM,86531,bromazepam 3 mg com,0.8372093023255814,0.75,0.8372093023255814,0.8-0.9
3785,BROMAZEPAM 3MG CP (B1),BROMAZEPAM (3MG COMPRIMIDO SIMPLES) B1,BROMAZEPAM,86531,bromazepam 3 mg com,0.8780487804878049,0.75,0.8780487804878049,0.8-0.9
3693,BROMAZEPAM 3MG CP (B1),BROMAZEPAM (3MG COMPRIMIDO SIMPLES) B1,BROMAZEPAM,86531,bromazepam 3 mg com,0.8780487804878049,0.75,0.8780487804878049,0.8-0.9
175,"IPRATROPIO 0,25MG/ML SOL INAL 20ML","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.8,0.6495726495726496,0.8,0.7-0.8
1404,"IPRATROPIO 0,25MG/ML SOL INAL 20ML","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.8,0.6495726495726496,0.8,0.7-0.8
283,"IPRATROPIO 0,25MG/ML SOL INAL 20ML","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.8,0.6495726495726496,0.8,0.7-0.8
3232,"IPRATROPIO 0,25MG/ML SOL INAL 20ML","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.8,0.6495726495726496,0.8,0.7-0.8
4203,"IPRATROPIO 0,25MG/ML SOL INAL 20ML","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.8,0.6495726495726496,0.8,0.7-0.8
3702,"IPRATROPIO 0,25MG/ML SOL INAL 20ML VP","BROMETO DE IPRATROPIO (0,25MG/ML SOLUCAO PARA INALACAO FRASCO 20ML)",BROMETO DE IPRATROPIO,83684,"ipratropio, brometo 0,25 mg/ml sol inal fr got 20 ml",0.7727272727272727,0.6495726495726496,0.7727272727272727,0.7-0.8
1965,ROCURONIO 10MG/ML SOL INJ IV 5ML,BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),BROMETO DE ROCURONIO,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.8108108108108109,0.6976744186046512,0.8108108108108109,0.8-0.9
4294,ROCURONIO 10MG/ML SOL INJ IV 5ML,BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),BROMETO DE ROCURONIO,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.8108108108108109,0.6976744186046512,0.8108108108108109,0.8-0.9
5479,ROCURONIO 10MG/ML SOL INJ IV FA 5ML,BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),ROCURONIO,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.8311688311688312,0.6976744186046512,0.8311688311688312,0.8-0.9
1283,ROCURON 10MG/ML SOL INJ IV 5ML VP,BROMETO DE ROCURONIO (10MG/ML SOL INJ IV 5ML),BROMETO DE ROCURONIO,84759,"rocuronio, brometo 10 mg/ml sol inj fa 5 ml",0.7466666666666667,0.6976744186046512,0.7466666666666667,0.7-0.8
4220,CITALOPRAM 20MG CP (C1) VP,BROMIDRATO DE CITALOPRAM (20MG COMPRIMIDO) C1,BROMIDRATO DE CITALOPRAM,86763,"escitalopram, oxalato de 20 mg com rev",0.6774193548387096,0.5753424657534246,0.6774193548387096,0.6-0.7
5696,BROMOPRIDA 4MG/20ML,BROMOPRIDA (10MG COMPRIMIDO),BROMOPRIDA,86535,bromoprida 10 mg com,0.7692307692307693,0.95,0.95,0.9-1.0
2809,BROMOPRIDA 10MG CAP,BROMOPRIDA (10MG COMPRIMIDO),BROMOPRIDA,115792,bromoprida 10 mg cap,0.9743589743589743,0.85,0.9743589743589743,0.9-1.0
5072,BROMOPRIDA 10MG CP SIMPLES,BROMOPRIDA (10MG COMPRIMIDO),BROMOPRIDA,86535,bromoprida 10 mg com,0.8085106382978723,0.95,0.95,0.9-1.0
1946,BROMOPRIDA 10MG CAP VP,BROMOPRIDA (10MG COMPRIMIDO),BROMOPRIDA,86535,bromoprida 10 mg com,0.8095238095238095,0.95,0.95,0.9-1.0
2981,BROMOPRIDA 10MG CAP,BROMOPRIDA (10MG COMPRIMIDO),BROMOPRIDA,115792,bromoprida 10 mg cap,0.9743589743589743,0.85,0.9743589743589743,0.9-1.0
149,BROMOPRIDA 4MG/ML SOL OR 20ML VP,BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),BROMOPRIDA,86536,bromoprida 4mg/ml solução oral 20 ml ,0.90625,0.7654320987654321,0.90625,0.9-1.0
2441,BROMOPRIDA 4MG/ML SOL OR 20ML,BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),BROMOPRIDA,86536,bromoprida 4mg/ml solução oral 20 ml ,0.9508196721311475,0.7654320987654321,0.9508196721311475,0.9-1.0
3810,BROMOPRIDA 4MG/ML SOL OR 20ML,BROMOPRIDA (4MG/ML SOLUCAO ORAL FRASCO GOTEJADOR 20ML),BROMOPRIDA,86536,bromoprida 4mg/ml solução oral 20 ml ,0.9508196721311475,0.7654320987654321,0.9508196721311475,0.9-1.0
