linha_produto,principio_ativo,n_skus,marcas,cod_item_fuzz_token_set,desc_fuzz_token_set,fuzz_token_set,cod_item_fuzz_token_sort,desc_fuzz_token_sort,fuzz_token_sort,cod_item_fuzz_wratio,desc_fuzz_wratio,fuzz_wratio,cod_item_tfidf,desc_tfidf,tfidf,cod_item_spacy,desc_spacy,spacy,score_mean,score_max,score_std,best_method,best_cod_item,best_desc_global
COMPRESSA GAZE 7.5X7.5 9F NAO ESTERIL REBECCA,PRODUTOS PARA SAUDE,1,['AMED S/A'],87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.73,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.65,87396,axitinibe 5 mg com rev inlyta,0.86,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.5109012398793337,87484,"canula traqueostomia com balao n° 7,5",0.8184340596199036,0.7138670598998474,0.86,0.13948430987560428,fuzz_wratio,87396,axitinibe 5 mg com rev inlyta
"FITA MICROPOROSA 5,0X10 BRANCA",PRODUTOS PARA SAUDE,2,"['CIEX', 'MISSNER']",87522,fita microporosa hipoalergênica 50mm x 10m,0.72,110407,bopp cristal com impressão branco 70x130,0.6,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.584380909654647,107403,"rede tubular elástica calibre 5,5 poolfix (caixa c/ 10mt)",0.8039839863777161,0.7136729792064725,0.86,0.12170218945584421,fuzz_wratio,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi"
ATADURA GESSADA ORTOP BRANCO 12CM X 3M,PRODUTOS PARA SAUDE,1,['POLARFIX'],87460,atadura gessada cysne 10cm x 3m  embalagem individual,0.69,87460,atadura gessada cysne 10cm x 3m  embalagem individual,0.62,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87460,atadura gessada cysne 10cm x 3m  embalagem individual,0.4125556522407187,87461,atadura gessada cysne 15cm x 3m  embalagem individual,0.9839250445365906,0.7132961393554618,0.9839250445365906,0.22048455011920012,spacy,87461,atadura gessada cysne 15cm x 3m  embalagem individual
FOLINATO DE CALCIO 10MG/ML IV/IM FA 30ML,FOLINATO DE CALCIO,2,['EUROFARMA ONCO'],86601,gliconato de calcio 10% (100 mg/ml) sol inj amp 10 ml,0.71,86601,gliconato de calcio 10% (100 mg/ml) sol inj amp 10 ml,0.64,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86601,gliconato de calcio 10% (100 mg/ml) sol inj amp 10 ml,0.4204331763002443,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml",0.9334867000579834,0.7127839752716455,0.9334867000579834,0.2007215097459704,spacy,87405,"neomicina, sulfato de + polimixina b, sulfato de + hidrocortisona 5 mg/ml + 10.000 ui/ml + 10 mg/ml susp oto fr 10 ml"
"ATADURA CREPOM 10 X 1,8M 13F",PRODUTOS PARA SAUDE,2,"['AMED S/A', 'ECOMAX ']",88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.78,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.57,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.40968883632040554,87524,"esparadrapo impermeavel 10cm x 4,5m",0.9425796866416931,0.7124537045924197,0.9425796866416931,0.2186606973931335,spacy,87524,"esparadrapo impermeavel 10cm x 4,5m"
MALEATO DE SUNITINIBE SOLIDO ( 50MG CAPSULA) ORAL ,MALATO DE SUNITINIBE,4,"['DR REDDYS', 'NATCOFARMA']",86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.68,86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.64,92737,indicador de limpeza atp,0.86,86945,"sunitinibe, malato 25 mg cap gel dura sutent",0.47722025305374177,92880,mesilato de osimertinibe 40 mg com rev tagrisso,0.9034804105758667,0.7121401327259218,0.9034804105758667,0.1731315822030654,spacy,92880,mesilato de osimertinibe 40 mg com rev tagrisso
AZATIOPRINA (50MG COMPRIMIDO REVESTIDO),AZATIOPRINA,2,"['CRISTALIA', 'GERMED']",87052,olanzapina 5 mg com rev,0.72,86499,azitromicina 500 mg com rev,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,102396,nexium 20mg comprimido revestido,0.3651203361806575,86563,captopril 50 mg com,0.9829211235046387,0.7116082919370592,0.9829211235046387,0.2358044683399802,spacy,86563,captopril 50 mg com
SULFADIAZINA DE PRATA TOPICO (CR/POM/GEL/SPRAY),SULFADIAZINA DE PRATA,1,['UNIAO QUIMICA'],87203,sulfadiazina de prata 10 mg/g cr derm bg 50 g,0.72,87203,sulfadiazina de prata 10 mg/g cr derm bg 50 g,0.62,92737,indicador de limpeza atp,0.86,87203,sulfadiazina de prata 10 mg/g cr derm bg 50 g,0.6652934646459717,84142,alcool opticare ihs gel hidratante 1400ml,0.6907792687416077,0.7112145466775158,0.86,0.09091305626161321,fuzz_wratio,92737,indicador de limpeza atp
LAMINA BISTURI 11 ACO INOX,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87761,lamina de bisturi carbonada n° 11,0.79,87761,lamina de bisturi carbonada n° 11,0.66,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.86,87761,lamina de bisturi carbonada n° 11,0.6157931608275001,87894,fio aco p/ cerclagem 1.0mm,0.629392683506012,0.7110371688667024,0.86,0.10812849927626034,fuzz_wratio,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) "
"MALEATO DE MIDAZOLAM SOLIDO (7,5MG COMPRIMIDO) B1",MALEATO DE MIDAZOLAM,2,['FQM'],86995,midazolam 5 mg/ml sol inj amp 3 ml,0.62,92912,divalproato de sodio 500 mg com,0.59,92737,indicador de limpeza atp,0.86,115305,midazolam 1 mg/ml sol inj amp 5 ml,0.558764321534681,86826,fosfato de ruxolitinibe 5 mg com jakavi,0.9255637526512146,0.7108656148371791,0.9255637526512146,0.16906819293757447,spacy,86826,fosfato de ruxolitinibe 5 mg com jakavi
"SALBUTAMOL (0,4MG/ML XPE 120ML)",SULFATO DE SALBUTAMOL,1,['PRATI DONADUZZI'],102325,"dexametasona 0,1mg/ml sem corante 120ml",0.62,87016,nalbufina 10 mg/ml sol inj amp 1 ml,0.56,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,83691,salbutamol 100 mcg/dose sus aer inal or fr ,0.5430654522183312,86539,"budesonida 0,5 mg/ml sus p/ nebulizacao flac 2 ml",0.9701554179191589,0.710644174027498,0.9701554179191589,0.19277312436830632,spacy,86539,"budesonida 0,5 mg/ml sus p/ nebulizacao flac 2 ml"
COMPRESSA GAZE 7.5X7.5 11F NÃO ESTERIL REBECCA,PRODUTOS PARA SAUDE,1,['AMED S/A'],87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.72,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.69,87396,axitinibe 5 mg com rev inlyta,0.86,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.509680287302829,88153,cateter drenagem toraxica 10 fr drenozamm,0.7735109329223633,0.7106382440450385,0.86,0.12957583601740807,fuzz_wratio,87396,axitinibe 5 mg com rev inlyta
GLICEROL (120MG/ML SOLUCAO RETAL 500ML),GLICEROL,2,['JP INDUSTRIA'],111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.69,111299,ciclolato 10mg/ml solução oftálmica estéril 5ml,0.69,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,87309,glicerina 12% sol ret c/ sonda 500 ml fr,0.33517754795035287,92888,lipiodol 480 mg/ml 10ml,0.9779596328735352,0.7106274361647775,0.9779596328735352,0.24268923906383108,spacy,92888,lipiodol 480 mg/ml 10ml
"CLORIDRATO DE VALGANCICLOVIR (450MG COMPRIMIDO REVESTIDO)
",SINVASTATINA,5,"['EMS', 'GERMED', 'LABORATORIO GLOBO']",102396,nexium 20mg comprimido revestido,0.68,86651,"doxiciclina, cloridrato de 100 mg com rev",0.64,87396,axitinibe 5 mg com rev inlyta,0.86,86595,ganciclovir sodico 1 mg/ml sol inj bols 250ml,0.4031804378253817,92912,divalproato de sodio 500 mg com,0.9699231386184692,0.7106207152887702,0.9699231386184692,0.21794285677956496,spacy,92912,divalproato de sodio 500 mg com
"ATADURA CREPOM 20 X 1,8M 13F",PRODUTOS PARA SAUDE,1,['AMED S/A'],88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.78,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.57,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.4075120483205592,87524,"esparadrapo impermeavel 10cm x 4,5m",0.935279905796051,0.7105583908233221,0.935279905796051,0.21751346962035678,spacy,87524,"esparadrapo impermeavel 10cm x 4,5m"
CLORIDRATO DE OXICODONA (10MG COMPRIMIDO) A1,CLORIDRATO DE OXICODONA,2,['MUNDIPHARMA'],86651,"doxiciclina, cloridrato de 100 mg com rev",0.72,86651,"doxiciclina, cloridrato de 100 mg com rev",0.72,95507,"escetamina, cloridrato 28mg/0,2ml spray nasal spravato",0.86,86651,"doxiciclina, cloridrato de 100 mg com rev",0.31086989367088563,104444,fosfato de ruxolitinibe 10 mg com jakavi,0.9410022497177124,0.7103744286777196,0.9410022497177124,0.2425727623666562,spacy,104444,fosfato de ruxolitinibe 10 mg com jakavi
CLORIDRATO DE METILFENIDATO (10 MG CAP DURA LIB PROL) A3,CLORIDRATO DE METILFENIDATO,4,['NOVARTIS'],86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.77,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.7,87391,venetoclax 100 mg com rev venclexta ,0.86,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.3338535350545229,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol",0.887479305267334,0.7102665680643714,0.887479305267334,0.22315057225811108,spacy,86908,"levodopa + benserazida, cloridrato de hbs 100+25 mg cap dura lib prol"
"CLORIDRATO DE ROPIVACAINA (7,5MG/ML INJ EPIDURAL 20ML)",CLORIDRATO DE ROPIVACAINA,3,"['CRISTALIA', 'HYPOFARMA', 'TEUTO']",87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.64,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.61,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87170,"ropivacaina 7,5 mg/ml sol inj amp 20 ml embalagem esteril",0.4711514958107215,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml,0.9697299599647522,0.7101762911550947,0.9697299599647522,0.20118903092855903,spacy,86824,fosfato de potassio dibasico 2 meq/ml sol inj amp 10 ml
"ATADURA CREPOM 30 X 1,8M 13F",PRODUTOS PARA SAUDE,1,['AMED S/A'],88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.78,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.57,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.404452724134146,87524,"esparadrapo impermeavel 10cm x 4,5m",0.9321486949920654,0.7093202838252423,0.9321486949920654,0.2177767609303911,spacy,87524,"esparadrapo impermeavel 10cm x 4,5m"
BISACODIL (5MG COMPRIMIDO REVESTIDO DE LIBERACAO RETARDADA),BISACODIL,1,['NEO QUIMICA'],102396,nexium 20mg comprimido revestido,0.68,107341,pulseira amarela com descrição - risco de queda,0.55,106834,belzutifano 40 mg com rev  welireg,0.86,83650,bisacodil 5 mg drg,0.4866215238085918,86826,fosfato de ruxolitinibe 5 mg com jakavi,0.9695130586624146,0.7092269164942012,0.9695130586624146,0.20386391475159515,spacy,86826,fosfato de ruxolitinibe 5 mg com jakavi
PIRIDOSTIGMINA SOLIDO (25MG COMPRIMIDO),PIRIMETAMINA,2,['FQM'],86849,prednisolona 5 mg com,0.63,92932,prucaloprida 2mg resolor ,0.59,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87024,"neostigmina 0,5 mg/ml sol inj amp 1 ml",0.4773449599050619,86866,hidroxizina 25 mg com,0.9867518544197083,0.7088193628649541,0.9867518544197083,0.2085743195398833,spacy,86866,hidroxizina 25 mg com
ACEBROFILINA (10MG/ML XAROPE 120ML ADULTO),ACEBROFILINA,3,"['BRAINFARMA', 'EMS', 'LABORATORIO GLOBO']",83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.69,83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.67,103581,"romosozumabe 90 mg/ml sol inj sc ser preenc 1,17ml evenity",0.86,83643,acetilcisteína 40 mg/ml xpe fr 120 ml adulto,0.3462033137257715,92960,isossorbida 10mg/ml 1ml,0.9775027632713318,0.7087412153994206,0.9775027632713318,0.23895493016914002,spacy,92960,isossorbida 10mg/ml 1ml
CLORIDRATO DE LIDOCAINA INJETAVEL (5% INJ 2ML),CLORIDRATO DE LIDOCAINA+GLICOSE,1,['CRISTALIA'],104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.62,92961,trimetazidina dicloridrato 80 mg lp,0.59,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,86928,lidocaina 2% gel bg 30g,0.5001324957269038,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml,0.9722009897232056,0.7084666970900219,0.9722009897232056,0.19860889536509804,spacy,104604,oxinest - cloridrato de benoxinato 4% (oxibuprocaína) 10ml
CATETER INTRAVENOSO PERIFERICO SIMPLES 24G,PRODUTOS PARA SAUDE,1,['TKL'],87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.71,110606,cateter intravenoso sem dispositivo segurança 20g jelco,0.62,87891,cateter intravenoso c/ dispositivo segurança 24g jelco  ref. 4251601-04,0.86,92795,cateter intravenoso c/ dispositivo segurança 24g (neo) jelco,0.4424060408703654,87698,cateter epidural 16g,0.9096786379814148,0.708416935770356,0.9096786379814148,0.1884579230007388,spacy,87698,cateter epidural 16g
"DIGLICONATO DE CLOREXIDINA (0,12% 250ML)",DIGLICONATO DE CLOREXIDINA,1,['RIOQUIMICA'],84212,"clorexidina alcoolica 0,5% 100ml",0.71,84215,clorexidina degermante 2% 100ml,0.66,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig",0.86,102531,"clorexidina sol. bucal 0,12% fr 30ml ",0.4698105397474963,116956,canula shiley de traqueostomia pediatrica com cuff 6.0,0.8413257002830505,0.7082272480061094,0.86,0.15805197177120525,fuzz_wratio,86874,"imunoglobulina g 0,1 g/ml sol inj fras 50 ml endobulin kiovig"
EQUIPO NUTRICAO ENTERAL CONECT ESCALON,PRODUTOS PARA SAUDE,3,"['BIOMASS BRASIL', 'DESCARPACK', 'TKL']",87953,"equipo macro nutricao enteral 1,20m ls 1802p ",0.75,87953,"equipo macro nutricao enteral 1,20m ls 1802p ",0.68,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta,0.86,87953,"equipo macro nutricao enteral 1,20m ls 1802p ",0.5115342357837059,92840,adaptador de sonda enteral equipo,0.7390748858451843,0.7081218243257781,0.86,0.12768748062511057,fuzz_wratio,87517,equipo p/ bi enteral enteralfix air tk ref. 402112p - ponta lanceta
MERCAPTOPURINA (50MG COMPRIMIDO),MERCAPTOPURINA,2,['ASPEN PHARMA'],86563,captopril 50 mg com,0.71,108004,keppra 250mg com rev,0.65,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,86563,captopril 50 mg com,0.3199732776645814,86345,cilostazol 50 mg com,1.0,0.7079946555329162,1.0,0.25607652035258494,spacy,86345,cilostazol 50 mg com
EQUIPO MACROGOTAS LSLIP INJ LAT. FILT PL,PRODUTOS PARA SAUDE,1,['DESCARPACK'],87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.78,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.62,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,87518,equipo macrogotas c/ filtro de ar inj lat c/ camara flexivel ,0.603881231666448,84220,coletor universal esteril 80ml  (hun),0.6745932102203369,0.707694888377357,0.86,0.1095311212135244,fuzz_wratio,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena)
CITARABINA (100 MG/ML SOL INJ IV FRASCO AMPOLA 5ML),CITARABINA,1,['ACCORD'],87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.75,86615,hidralazina 20 mg/ml sol inj im/iv amp 1 ml,0.72,86318,ceftazidima + avibactam 2000 mg + 500 mg po liof inj fa (torgena),0.86,106817,capecitabina 500 mg com rev,0.2399728507219151,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9678364992141724,0.7075618699872175,0.9678364992141724,0.2790947236135551,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
"CLORETO DE SODIO (0,9% 15 SACHES 1,08 GRAMAS) ",CLORETO DE SODIO,1,['FQM'],87116,"cloreto de sódio 6,0 mg/g gel nasal fr 30g",0.69,83660,"cloreto de sodio 0,9% 100 ml fr sistema fechado",0.64,92737,indicador de limpeza atp,0.86,86649,"cloreto de sodio 0,9% (9 mg/ml) sol inj iv amp 10 ml",0.47201885208008815,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) ",0.8724809288978577,0.7068999561955891,0.8724809288978577,0.16642342658325127,spacy,87500,"compressa de gaze 7,5 x 7,5 11 fios esteril (pct c/ 10 und ) "
LUVA NITRILICA,PRODUTOS PARA SAUDE,10,"['DESCARPACK', 'LEMGRUBER', 'MEDIX', 'VOLK DO BRASIL']",88162,luva nitrilica s/ po azul tamanho m cx c/ 100,1.0,88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.49,88162,luva nitrilica s/ po azul tamanho m cx c/ 100,0.9,88161,luva nitrilica s/ po azul tamanho p cx c/ 100,0.6868427962911635,107287,avental estéril individual (capote),0.45697033405303955,0.7067626260688407,1.0,0.2414062266093152,fuzz_token_set,88162,luva nitrilica s/ po azul tamanho m cx c/ 100
FITA MICROPOROSA BEGE MISSNER 5CM X10M,PRODUTOS PARA SAUDE,1,['MISSNER'],87522,fita microporosa hipoalergênica 50mm x 10m,0.65,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.65,88132,"curativo tegaderm advanced c/ gluconato de clorex 8,5x11,5cm ref:1657r",0.86,102367,fita microporosa esteril 50mm x 20cm com 3 un,0.46505004090731594,87460,atadura gessada cysne 10cm x 3m  embalagem individual,0.9078313708305359,0.7065762823475704,0.9078313708305359,0.17942904205519433,spacy,87460,atadura gessada cysne 10cm x 3m  embalagem individual
TIMOLOL (5MG/ML SOL OFT 5ML),MALEATO DE TIMOLOL,5,"['EMS', 'MUNDIPHARMA', 'NEO QUIMICA']",86495,atropina 10 mg/ml  sol oft fr got 5ml,0.7,87252,tobramicina 3 mg/ml sol oft 5 ml,0.69,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,86495,atropina 10 mg/ml  sol oft fr got 5ml,0.29622410422347695,110280,dipiridamol 5mg/ml sol inj amp 2ml,0.9861345887184143,0.7064717385883783,0.9861345887184143,0.2599993076286013,spacy,110280,dipiridamol 5mg/ml sol inj amp 2ml
BELIMUMABE (200MG SOLUCAO INJETAVEL SC SERINGA 1 ML),BELIMUMABE,1,['GSK'],87107,omalizumabe 150 mg sol inj ser preenc 1 ml xolair ,0.7,86604,"golimumabe 50 mg sol inj ser preenc 0,5 ml simponi",0.67,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,104233,"adalimumabe 20 mg/ 0,2 ml sol inj ser preenc humira ",0.3390486241054529,92892,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi ,0.9628984332084656,0.7063894114627838,0.9628984332084656,0.23753808065730686,spacy,92892,etanercepte 50 mg/ml sol inj sc caneta preenc 1 ml erelzi 
MELOXICAM (15MG COMPRIMIDO),MEPOLIZUMABE,3,['GSK'],87006,morfina 10 mg com,0.69,87230,tenoxicam 20 mg com rev,0.63,86959,mesilato de osimertinibe 80 mg com rev tagrisso,0.86,87230,tenoxicam 20 mg com rev,0.3705283804913681,86998,mirtazapina 15 mg com orodispersiveis,0.9772471189498901,0.7055550998882516,0.9772471189498901,0.2323054117717735,spacy,86998,mirtazapina 15 mg com orodispersiveis
CITARABINA (100MG/ML SOL INJ IV 1ML),CITARABINA,1,['ACCORD'],106331,etilefrina 10mg/ml sol inj amp 1ml,0.74,106331,etilefrina 10mg/ml sol inj amp 1ml,0.74,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,106817,capecitabina 500 mg com rev,0.22108565193895507,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml,0.9616724848747253,0.7045516273627361,0.9616724848747253,0.28571307966253623,spacy,87201,sugamadex sodico 100 mg/ml sol inj iv fa 2 ml
PEMETREXEDE DISSODICO (100MG PO LIOF SOL INJ IV FA),PEMETREXEDE DISSODICO HEPTAIDRATADO,3,"['BERGAMO', 'CRISTALIA ONCO', 'EUROFARMA ONCO']",86583,cefepima 1 g po liof inj fa,0.68,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87089,pamidronato dissódico 9 mg/ml po liof inj fa + amp dil 10 ml,0.3952428379958697,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy ,0.9868959784507751,0.704427763289329,0.9868959784507751,0.2297216820444403,spacy,102978,sacituzumabe govitecana 200 mg po liof sol inj iv fa trodelvy 
ESCOVA DEGERMANTE (20MG/ML 22ML),CLOREXIDINA,4,"['CRISTALIA', 'RIOQUIMICA', 'VIC PHARMA']",84215,clorexidina degermante 2% 100ml,0.63,102325,"dexametasona 0,1mg/ml sem corante 120ml",0.58,115190,dupilumabe 150 mg/ml sol inj can 2 ml - dupixent,0.86,84215,clorexidina degermante 2% 100ml,0.4838276809991482,86536,bromoprida 4mg/ml solução oral 20 ml ,0.9682662487030029,0.7044187859404302,0.9682662487030029,0.20217543331810295,spacy,86536,bromoprida 4mg/ml solução oral 20 ml 
CLORIDRATO DE ROPIVACAINA (2MG/ML INJ EPIDURAL 20ML),CLORIDRATO DE ROPIVACAINA,1,['CRISTALIA'],86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.64,86865,"hidroxizina, cloridrato de 2 mg/ml sol or fr 120 ml",0.6,110403,"skyrizi 150 mg/ml sol inj carp plas trans x 2,4 ml + disp autoinj - risanquizumabe &#x2013 carp",0.86,87169,ropivacaina 10 mg/ml sol inj amp 20 ml embalagem esteril,0.4581208642517498,86517,"betametasona, fosfato dissodico + betametasona, acetato 3 mg/ml + 3 mg/ml sus inj amp 1 ml",0.9639416933059692,0.7044125115115438,0.9639416933059692,0.20449534376505082,spacy,86517,"betametasona, fosfato dissodico + betametasona, acetato 3 mg/ml + 3 mg/ml sus inj amp 1 ml"
"ATADURA CREPOM 15 X 1,8M 13F",PRODUTOS PARA SAUDE,2,"['AMED S/A', 'POLARFIX']",88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.78,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.54,87281,ustequinumabe 90 mg sol inj ser preenc 1 ml stelara,0.86,88076,"atadura crepom cysne 8cm x 1,80m embalagem individual",0.4042198550156605,87524,"esparadrapo impermeavel 10cm x 4,5m",0.9343683123588562,0.7037176334749033,0.9343683123588562,0.2235762151994408,spacy,87524,"esparadrapo impermeavel 10cm x 4,5m"
ITRACONAZOL (100MG CAPSULA),ITRACONAZOL,2,['EMS'],92918,nitrofurantoína 100 mg cap,0.72,92918,nitrofurantoína 100 mg cap,0.64,86441,alectinibe 150 mg cap dura alecensa,0.86,86328,cetoconazol 200 mg com,0.3167172916059828,92918,nitrofurantoína 100 mg cap,0.9804542660713196,0.7034343115354604,0.9804542660713196,0.2525377483827135,spacy,92918,nitrofurantoína 100 mg cap
